extract_id,n_records_same_extract_id,n_unique_class_code_extract_unit,n_unique_class_group_code_extract_unit,class_codes_extract_unit,class_names_extract_unit,class_group_codes_extract_unit,class_group_names_extract_unit,flag_context_multiple_records_extract_unit,flag_context_multiple_class_code,flag_context_multiple_class_group_code,flag_context_thematic_conflict
S2SR_llenado_SRC10_000000071,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000072,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000073,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000074,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000075,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000076,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000077,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000078,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000079,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000080,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000081,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000082,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000083,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000084,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000085,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000086,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000087,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000088,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000089,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000090,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000091,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000092,1,1,1,9,Cultivos,9,Cultivos,0,0,0,0
S2SR_llenado_SRC10_000000093,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000094,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000095,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000096,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000097,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000098,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000099,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000100,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000101,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000102,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000103,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000104,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000105,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000106,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000107,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000108,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000109,1,1,1,9,Cultivos,9,Cultivos,0,0,0,0
S2SR_llenado_SRC10_000000110,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000111,1,1,1,9,Cultivos,9,Cultivos,0,0,0,0
S2SR_llenado_SRC10_000000112,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000113,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000114,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000115,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000116,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000117,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000118,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000119,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000120,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000121,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000122,1,1,1,9,Cultivos,9,Cultivos,0,0,0,0
S2SR_llenado_SRC10_000000123,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000124,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000125,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000126,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000127,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000128,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000129,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000130,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000131,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000132,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000133,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000134,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000135,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000136,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000137,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000138,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000139,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000140,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000141,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000142,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000143,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000144,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000145,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000146,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000147,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000148,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000149,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000150,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000151,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000152,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000153,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000154,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000155,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000156,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000157,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000158,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000159,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000160,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000161,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000162,1,1,1,9,Cultivos,9,Cultivos,0,0,0,0
S2SR_llenado_SRC10_000000163,1,1,1,9,Cultivos,9,Cultivos,0,0,0,0
S2SR_llenado_SRC10_000000164,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000165,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000166,1,1,1,9,Cultivos,9,Cultivos,0,0,0,0
S2SR_llenado_SRC10_000000167,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000168,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000169,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000170,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000171,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000172,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000173,1,1,1,9,Cultivos,9,Cultivos,0,0,0,0
S2SR_llenado_SRC10_000000174,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000175,1,1,1,9,Cultivos,9,Cultivos,0,0,0,0
S2SR_llenado_SRC10_000000176,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000177,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000178,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000179,1,1,1,6,Manglar,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000180,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000181,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000182,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000183,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000184,1,1,1,10,Agua,10,Agua,0,0,0,0
S2SR_llenado_SRC10_000000185,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000186,1,1,1,10,Agua,10,Agua,0,0,0,0
S2SR_llenado_SRC10_000000187,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000188,1,1,1,10,Agua,10,Agua,0,0,0,0
S2SR_llenado_SRC10_000000189,1,1,1,10,Agua,10,Agua,0,0,0,0
S2SR_llenado_SRC10_000000190,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000191,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000192,1,1,1,10,Agua,10,Agua,0,0,0,0
S2SR_llenado_SRC10_000000193,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000194,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000195,1,1,1,10,Agua,10,Agua,0,0,0,0
S2SR_llenado_SRC10_000000196,1,1,1,10,Agua,10,Agua,0,0,0,0
S2SR_llenado_SRC10_000000197,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000198,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000199,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000200,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000201,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000202,1,1,1,10,Agua,10,Agua,0,0,0,0
S2SR_llenado_SRC10_000000203,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000204,1,1,1,10,Agua,10,Agua,0,0,0,0
S2SR_llenado_SRC10_000000205,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000206,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000207,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000208,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000209,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000210,1,1,1,10,Agua,10,Agua,0,0,0,0
S2SR_llenado_SRC10_000000211,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000212,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000213,1,1,1,2,Bosque secundario,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000214,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000215,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000216,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000217,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000218,1,1,1,9,Cultivos,9,Cultivos,0,0,0,0
S2SR_llenado_SRC10_000000219,1,1,1,2,Bosque secundario,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000220,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000221,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000222,1,1,1,8,Pastos,8,Pastos,0,0,0,0
S2SR_llenado_SRC10_000000223,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000224,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000225,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000226,1,1,1,2,Bosque secundario,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000227,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000228,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000229,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000230,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000231,1,1,1,8,Pastos,8,Pastos,0,0,0,0
S2SR_llenado_SRC10_000000232,1,1,1,2,Bosque secundario,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000233,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000234,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000235,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000236,1,1,1,8,Pastos,8,Pastos,0,0,0,0
S2SR_llenado_SRC10_000000237,1,1,1,9,Cultivos,9,Cultivos,0,0,0,0
S2SR_llenado_SRC10_000000238,1,1,1,9,Cultivos,9,Cultivos,0,0,0,0
S2SR_llenado_SRC10_000000239,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000240,1,1,1,9,Cultivos,9,Cultivos,0,0,0,0
S2SR_llenado_SRC10_000000241,1,1,1,9,Cultivos,9,Cultivos,0,0,0,0
S2SR_llenado_SRC10_000000242,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000243,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000244,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000245,1,1,1,2,Bosque secundario,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000246,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000247,1,1,1,2,Bosque secundario,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000248,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000249,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000250,1,1,1,6,Manglar,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000251,1,1,1,6,Manglar,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000252,1,1,1,6,Manglar,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000253,1,1,1,6,Manglar,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000254,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000255,1,1,1,10,Agua,10,Agua,0,0,0,0
S2SR_llenado_SRC10_000000256,1,1,1,10,Agua,10,Agua,0,0,0,0
S2SR_llenado_SRC10_000000257,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000258,1,1,1,10,Agua,10,Agua,0,0,0,0
S2SR_llenado_SRC10_000000259,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000260,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000261,1,1,1,10,Agua,10,Agua,0,0,0,0
S2SR_llenado_SRC10_000000262,1,1,1,4,Bosque secundario deciduo,1,Forestal,0,0,0,0
S2SR_llenado_SRC10_000000263,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000264,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000265,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000266,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000267,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000268,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000269,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000270,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000271,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000272,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000273,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000274,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000275,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
S2SR_llenado_SRC10_000000276,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0
