pais_grupo,valores_nivel_1,valores_nivel_2,n_grupos,n_registros,promedio_anios,anio_min_global,anio_max_global
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros,321 Café",115,345,3.0,2001,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,110 Urbano,443  Árboles fuera de bosque y otras áreas naturales",114,342,3.0,2005,2018
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,443  Árboles fuera de bosque y otras áreas naturales",171,342,2.0,2006,2016
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","332 Pastizales naturales y cultivados,110 Urbano",19,342,18.0,2005,2022
El Salvador,"11 Urbano,44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","112 Urbano discontinuo,443  Árboles fuera de bosque y otras áreas naturales,321 Café",113,339,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","331 Granos básicos y hortalizas  y otros,111 Urbano continuo",110,330,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,32 Cultivos Arbóreos","313 Caña de azúcar,321 Café",135,326,2.414814814814815,2000,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,91 Otras,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,910 Otras,323 Frutales",106,318,3.0,2005,2017
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados,443  Árboles fuera de bosque y otras áreas naturales",104,312,3.0,2005,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,43 Manglares","332 Pastizales naturales y cultivados,430 Manglares",134,310,2.3134328358208953,2000,2018
Costa Rica,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,91 Otras","311 Palma aceitera,332 Pastizales naturales y cultivados,910 Otras",102,306,3.0,2005,2016
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras,91 Otras","332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros,910 Otras",101,303,3.0,2005,2016
Costa Rica,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,91 Otras","411 Latifoliado maduro húmedo,332 Pastizales naturales y cultivados,910 Otras",101,303,3.0,2005,2016
Costa Rica,"41 Bosque latifoliado y mixto,22 Humedales","410 Bosque latifoliado y mixto,220 Humedales",149,298,1.0,2021,2021
Costa Rica,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros",148,296,1.0,2021,2021
Costa Rica,"44 Otros arbóreo en tierras no agrícola,91 Otras","442 Plantaciones forestales,910 Otras",98,294,3.0,2005,2017
Costa Rica,"44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","443  Árboles fuera de bosque y otras áreas naturales,321 Café",97,291,3.0,2005,2018
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","333 Matorrales (barbecho o en descanso),110 Urbano",16,288,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso)",16,288,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","413 Bosque Mixto (Lat-Coniferas),332 Pastizales naturales y cultivados",16,288,18.0,2005,2022
Costa Rica,44 Otros arbóreo en tierras no agrícola,"443  Árboles fuera de bosque y otras áreas naturales,442 Plantaciones forestales",93,279,3.0,2005,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales","332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros,333 Matorrales (barbecho o en descanso)",93,279,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,313 Caña de azúcar,332 Pastizales naturales y cultivados",92,276,3.0,2001,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros,443  Árboles fuera de bosque y otras áreas naturales",91,273,3.0,2005,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,325 Otros sistemas agroforestales o silvopastoriles",91,273,3.0,2001,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,321 Café",90,270,3.0,2005,2017
Costa Rica,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","411 Latifoliado maduro húmedo,412 Latifoliado secundario húmedo,443  Árboles fuera de bosque y otras áreas naturales",90,270,3.0,2005,2017
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","414 Bosque seco o deciduo,332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso)",15,270,18.0,2005,2022
Belice,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","333 Matorrales (barbecho o en descanso),212 Cuerpos de agua artificial",14,266,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","411 Latifoliado maduro húmedo,331 Granos básicos y hortalizas  y otros",14,266,19.0,2000,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","313 Caña de azúcar,331 Granos básicos y hortalizas  y otros,321 Café",86,258,3.0,2001,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,91 Otras,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,910 Otras,321 Café",85,255,3.0,2005,2017
Honduras,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","315 Otros cultivos intensivos no arbóreos,332 Pastizales naturales y cultivados",127,254,2.0,2000,2018
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,321 Café",14,252,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),325 Otros sistemas agroforestales o silvopastoriles,321 Café",14,252,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,42 Bosque de coníferas","331 Granos básicos y hortalizas  y otros,420 Bosque de coníferas",14,252,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,32 Cultivos Arbóreos","413 Bosque Mixto (Lat-Coniferas),321 Café",14,252,18.0,2005,2022
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros",83,249,3.0,2005,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,11 Urbano","313 Caña de azúcar,112 Urbano discontinuo",114,245,2.1491228070175437,2000,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,42 Bosque de coníferas","333 Matorrales (barbecho o en descanso),420 Bosque de coníferas",115,245,2.130434782608696,2000,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,22 Humedales","332 Pastizales naturales y cultivados,220 Humedales",122,244,1.0,2021,2021
El Salvador,"21 Cuerpos de Agua,12 Otras tierras","210 Cuerpos de Agua,122 Suelo desnudo, arena, rocoso, lava, otros",117,241,2.0598290598290596,2000,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","313 Caña de azúcar,332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros",80,240,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros,443  Árboles fuera de bosque y otras áreas naturales",80,240,3.0,2001,2018
El Salvador,"12 Otras tierras,11 Urbano","121 Otros artificializado,111 Urbano continuo",119,238,2.0,2000,2018
Honduras,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos","410 Bosque latifoliado y mixto,311 Palma aceitera",13,234,18.0,2005,2022
Belice,"11 Urbano,42 Bosque de coníferas","110 Urbano,423 Sabanas de pino",12,228,19.0,2000,2018
Belice,"31 Cultivos intensivos No-Arbóreos,42 Bosque de coníferas","315 Otros cultivos intensivos no arbóreos,423 Sabanas de pino",12,228,19.0,2000,2018
Costa Rica,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,91 Otras","411 Latifoliado maduro húmedo,331 Granos básicos y hortalizas  y otros,910 Otras",76,228,3.0,2005,2017
Costa Rica,"12 Otras tierras,91 Otras","122 Suelo desnudo, arena, rocoso, lava, otros,910 Otras",74,222,3.0,2005,2017
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,43 Manglares","333 Matorrales (barbecho o en descanso),430 Manglares",111,222,2.0,2000,2018
El Salvador,"12 Otras tierras,32 Cultivos Arbóreos","121 Otros artificializado,325 Otros sistemas agroforestales o silvopastoriles",109,218,2.0,2000,2018
El Salvador,32 Cultivos Arbóreos,"321 Café,325 Otros sistemas agroforestales o silvopastoriles",107,216,2.0186915887850465,2000,2018
Honduras,"41 Bosque latifoliado y mixto,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,325 Otros sistemas agroforestales o silvopastoriles,321 Café",12,216,18.0,2005,2022
Belice,"33 Cultivos extensivos, Pastizales y matorrales","333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros",11,209,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","412 Latifoliado secundario húmedo,331 Granos básicos y hortalizas  y otros",11,209,19.0,2000,2018
Costa Rica,"44 Otros arbóreo en tierras no agrícola,91 Otras","442 Plantaciones forestales,443  Árboles fuera de bosque y otras áreas naturales,910 Otras",69,207,3.0,2005,2016
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,42 Bosque de coníferas","332 Pastizales naturales y cultivados,420 Bosque de coníferas",100,206,2.06,2000,2018
Costa Rica,"21 Cuerpos de Agua,12 Otras tierras,91 Otras","210 Cuerpos de Agua,122 Suelo desnudo, arena, rocoso, lava, otros,910 Otras",68,204,3.0,2005,2016
Costa Rica,"44 Otros arbóreo en tierras no agrícola,91 Otras,32 Cultivos Arbóreos","443  Árboles fuera de bosque y otras áreas naturales,910 Otras,323 Frutales",68,204,3.0,2005,2016
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales","333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros",100,200,2.0,2006,2016
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","414 Bosque seco o deciduo,331 Granos básicos y hortalizas  y otros,333 Matorrales (barbecho o en descanso)",11,198,18.0,2005,2022
El Salvador,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,313 Caña de azúcar,331 Granos básicos y hortalizas  y otros",63,189,3.0,2001,2018
Guatemala,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","313 Caña de azúcar,332 Pastizales naturales y cultivados",91,182,2.0,2006,2016
Costa Rica,"11 Urbano,91 Otras,32 Cultivos Arbóreos","110 Urbano,910 Otras,321 Café",60,180,3.0,2005,2016
Costa Rica,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","311 Palma aceitera,332 Pastizales naturales y cultivados",60,180,3.0,2005,2017
El Salvador,"41 Bosque latifoliado y mixto,11 Urbano,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,112 Urbano discontinuo,443  Árboles fuera de bosque y otras áreas naturales",60,180,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),321 Café",59,177,3.0,2001,2018
El Salvador,"32 Cultivos Arbóreos,42 Bosque de coníferas","321 Café,420 Bosque de coníferas",58,174,3.0,2001,2018
Costa Rica,"22 Humedales,44 Otros arbóreo en tierras no agrícola,91 Otras","220 Humedales,443  Árboles fuera de bosque y otras áreas naturales,910 Otras",57,171,3.0,2005,2016
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,112 Urbano discontinuo,443  Árboles fuera de bosque y otras áreas naturales",57,171,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados,321 Café",57,171,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,11 Urbano","410 Bosque latifoliado y mixto,111 Urbano continuo",65,169,2.6,2000,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros,323 Frutales",53,159,3.0,2001,2018
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales","332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso)",79,158,2.0,2006,2016
Costa Rica,"41 Bosque latifoliado y mixto,21 Cuerpos de Agua,91 Otras","411 Latifoliado maduro húmedo,210 Cuerpos de Agua,910 Otras",52,156,3.0,2005,2016
Costa Rica,"21 Cuerpos de Agua,44 Otros arbóreo en tierras no agrícola,91 Otras","210 Cuerpos de Agua,443  Árboles fuera de bosque y otras áreas naturales,910 Otras",51,153,3.0,2005,2016
El Salvador,"11 Urbano,44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","111 Urbano continuo,443  Árboles fuera de bosque y otras áreas naturales,321 Café",51,153,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","313 Caña de azúcar,331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados",51,153,3.0,2001,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,444 Regeneración forestal",8,152,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,21 Cuerpos de Agua","411 Latifoliado maduro húmedo,210 Cuerpos de Agua",8,152,19.0,2000,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,11 Urbano","313 Caña de azúcar,111 Urbano continuo",60,150,2.5,2000,2018
El Salvador,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,442 Plantaciones forestales",75,150,2.0,2000,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","333 Matorrales (barbecho o en descanso),210 Cuerpos de Agua",71,149,2.0985915492957745,2000,2018
Costa Rica,"41 Bosque latifoliado y mixto,22 Humedales,91 Otras","411 Latifoliado maduro húmedo,220 Humedales,910 Otras",49,147,3.0,2005,2016
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales","332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros",72,146,2.0,2006,2016
Costa Rica,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","412 Latifoliado secundario húmedo,331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados",48,144,3.0,2005,2016
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,323 Frutales",8,144,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","413 Bosque Mixto (Lat-Coniferas),331 Granos básicos y hortalizas  y otros",8,144,18.0,2005,2022
El Salvador,"41 Bosque latifoliado y mixto,42 Bosque de coníferas","410 Bosque latifoliado y mixto,420 Bosque de coníferas",56,143,2.5535714285714284,2000,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","333 Matorrales (barbecho o en descanso),442 Plantaciones forestales",71,142,2.0,2000,2018
Costa Rica,"31 Cultivos intensivos No-Arbóreos,44 Otros arbóreo en tierras no agrícola","311 Palma aceitera,442 Plantaciones forestales,443  Árboles fuera de bosque y otras áreas naturales",47,141,3.0,2005,2017
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua,91 Otras","332 Pastizales naturales y cultivados,210 Cuerpos de Agua,910 Otras",47,141,3.0,2005,2016
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales","331 Granos básicos y hortalizas  y otros,333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados",47,141,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,43 Manglares","315 Otros cultivos intensivos no arbóreos,430 Manglares",70,140,2.0,2000,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,32 Cultivos Arbóreos","313 Caña de azúcar,325 Otros sistemas agroforestales o silvopastoriles",52,138,2.6538461538461537,2000,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,44 Otros arbóreo en tierras no agrícola","331 Granos básicos y hortalizas  y otros,112 Urbano discontinuo,443  Árboles fuera de bosque y otras áreas naturales",46,138,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","332 Pastizales naturales y cultivados,210 Cuerpos de Agua",62,137,2.2096774193548385,2000,2018
Honduras,"31 Cultivos intensivos No-Arbóreos,42 Bosque de coníferas","315 Otros cultivos intensivos no arbóreos,420 Bosque de coníferas",68,136,2.0,2000,2018
Costa Rica,"21 Cuerpos de Agua,12 Otras tierras","210 Cuerpos de Agua,122 Suelo desnudo, arena, rocoso, lava, otros",45,135,3.0,2005,2017
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,112 Urbano discontinuo,321 Café",45,135,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros,323 Frutales",45,135,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,44 Otros arbóreo en tierras no agrícola","313 Caña de azúcar,442 Plantaciones forestales",66,132,2.0,2000,2018
El Salvador,"43 Manglares,12 Otras tierras","430 Manglares,122 Suelo desnudo, arena, rocoso, lava, otros",60,129,2.15,2000,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,442 Plantaciones forestales",53,128,1.830188679245283,2005,2021
Costa Rica,"41 Bosque latifoliado y mixto,91 Otras","412 Latifoliado secundario húmedo,910 Otras",42,126,3.0,2005,2016
El Salvador,"31 Cultivos intensivos No-Arbóreos,12 Otras tierras","315 Otros cultivos intensivos no arbóreos,121 Otros artificializado",63,126,2.0,2000,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros,112 Urbano discontinuo",42,126,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),122 Suelo desnudo, arena, rocoso, lava, otros",42,126,3.0,2001,2018
Honduras,"11 Urbano,42 Bosque de coníferas","110 Urbano,420 Bosque de coníferas",7,126,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","333 Matorrales (barbecho o en descanso),210 Cuerpos de Agua",7,126,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,325 Otros sistemas agroforestales o silvopastoriles,321 Café",7,126,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,325 Otros sistemas agroforestales o silvopastoriles",7,126,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros,333 Matorrales (barbecho o en descanso)",7,126,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados",7,126,18.0,2005,2022
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","333 Matorrales (barbecho o en descanso),111 Urbano continuo",42,125,2.9761904761904763,2000,2018
Costa Rica,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,442 Plantaciones forestales",62,124,1.0,2021,2021
El Salvador,"11 Urbano,44 Otros arbóreo en tierras no agrícola","112 Urbano discontinuo,111 Urbano continuo,443  Árboles fuera de bosque y otras áreas naturales",41,123,3.0,2001,2018
El Salvador,"44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","443  Árboles fuera de bosque y otras áreas naturales,323 Frutales",41,123,3.0,2001,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","331 Granos básicos y hortalizas  y otros,110 Urbano",40,120,3.0,2005,2018
multipais_o_inconsistente,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","315 Otros cultivos intensivos no arbóreos,332 Pastizales naturales y cultivados",30,120,2.0,2000,2018
Costa Rica,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","311 Palma aceitera,331 Granos básicos y hortalizas  y otros",39,117,3.0,2005,2016
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,22 Humedales,91 Otras","331 Granos básicos y hortalizas  y otros,220 Humedales,910 Otras",39,117,3.0,2005,2016
Costa Rica,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","411 Latifoliado maduro húmedo,412 Latifoliado secundario húmedo,332 Pastizales naturales y cultivados",39,117,3.0,2005,2017
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,441 Masa arbórea ribereña",39,117,3.0,2001,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales","331 Granos básicos y hortalizas  y otros,333 Matorrales (barbecho o en descanso)",6,114,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,42 Bosque de coníferas","332 Pastizales naturales y cultivados,420 Bosque de coníferas",6,114,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,42 Bosque de coníferas","332 Pastizales naturales y cultivados,423 Sabanas de pino",6,114,19.0,2000,2018
Belice,"43 Manglares,22 Humedales","430 Manglares,220 Humedales",6,114,19.0,2000,2018
El Salvador,"12 Otras tierras,32 Cultivos Arbóreos","122 Suelo desnudo, arena, rocoso, lava, otros,321 Café",38,114,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","331 Granos básicos y hortalizas  y otros,122 Suelo desnudo, arena, rocoso, lava, otros",38,114,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","332 Pastizales naturales y cultivados,121 Otros artificializado",57,114,2.0,2000,2018
Guatemala,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros",56,114,2.0357142857142856,2001,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,22 Humedales","332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros,220 Humedales",37,111,3.0,2005,2016
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados,443  Árboles fuera de bosque y otras áreas naturales",37,111,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","331 Granos básicos y hortalizas  y otros,441 Masa arbórea ribereña",37,111,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,443  Árboles fuera de bosque y otras áreas naturales,321 Café",37,111,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros,112 Urbano discontinuo",37,111,3.0,2001,2018
El Salvador,"43 Manglares,21 Cuerpos de Agua","430 Manglares,210 Cuerpos de Agua",54,111,2.0555555555555554,2000,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros,111 Urbano continuo",36,108,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,111 Urbano continuo,321 Café",36,108,3.0,2001,2018
Guatemala,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","311 Palma aceitera,332 Pastizales naturales y cultivados",54,108,2.0,2006,2016
Honduras,32 Cultivos Arbóreos,"325 Otros sistemas agroforestales o silvopastoriles,321 Café",6,108,18.0,2005,2022
Honduras,"32 Cultivos Arbóreos,42 Bosque de coníferas","325 Otros sistemas agroforestales o silvopastoriles,420 Bosque de coníferas",6,108,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","331 Granos básicos y hortalizas  y otros,110 Urbano",6,108,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,325 Otros sistemas agroforestales o silvopastoriles,321 Café",6,108,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,11 Urbano","410 Bosque latifoliado y mixto,110 Urbano",6,108,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,11 Urbano","414 Bosque seco o deciduo,110 Urbano",6,108,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","414 Bosque seco o deciduo,333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados",6,108,18.0,2005,2022
multipais_o_inconsistente,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","315 Otros cultivos intensivos no arbóreos,333 Matorrales (barbecho o en descanso)",27,108,2.0,2000,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua,22 Humedales","332 Pastizales naturales y cultivados,210 Cuerpos de Agua,220 Humedales",35,105,3.0,2005,2016
