xy_group_id,lon,lat,n_registros,n_paises,n_fuentes,n_anios,n_nivel1,n_nivel2,anio_min,anio_max,pais_grupo,conf_integrada_promedio,conf_integrada_min,conf_integrada_max,tipo_grupo_xy
XY_000000457834,-89.211014,16.093109,19,1,1,19,2,2,2000,2018,Belice,79.05368405015113,55.733946705914384,81.7971825612378,conflicto_tematico_xy
XY_000000457876,-89.210914,16.084076,19,1,1,19,1,1,2000,2018,Belice,73.51166920098099,73.51166920098099,73.51166920098099,multitemporal_xy
XY_000000457905,-89.210814,16.075042,19,1,1,19,2,2,2000,2018,Belice,85.65107066590403,47.318038090038165,92.83851427387887,conflicto_tematico_xy
XY_000000457948,-89.21071399999998,16.066008,19,1,1,19,2,2,2000,2018,Belice,69.85015989405063,69.49139930295854,72.89962491833342,conflicto_tematico_xy
XY_000000457982,-89.210614,16.056975,19,1,1,19,1,1,2000,2018,Belice,57.663843751421275,57.66384375142127,57.66384375142127,multitemporal_xy
XY_000000458017,-89.210515,16.047941,19,1,1,19,1,1,2000,2018,Belice,87.72766198820648,87.72766198820648,87.72766198820648,multitemporal_xy
XY_000000458059,-89.210415,16.038908,19,1,1,19,1,1,2000,2018,Belice,92.26767516660506,92.26767516660506,92.26767516660506,multitemporal_xy
XY_000000458093,-89.21031499999998,16.029874,19,1,1,19,1,1,2000,2018,Belice,75.43407425657858,75.43407425657858,75.43407425657858,multitemporal_xy
XY_000000458137,-89.210216,16.02084,19,1,1,19,1,1,2000,2018,Belice,95.33764023897928,95.33764023897928,95.33764023897928,multitemporal_xy
XY_000000458169,-89.210116,16.011807,19,1,1,19,1,1,2000,2018,Belice,71.94550307605007,71.94550307605007,71.94550307605007,multitemporal_xy
XY_000000458203,-89.21001699999998,16.002773,19,1,1,19,1,1,2000,2018,Belice,93.28891750346972,93.28891750346972,93.28891750346972,multitemporal_xy
XY_000000458253,-89.209918,15.993739,19,1,1,19,2,2,2000,2018,Belice,53.61003333390668,51.23527473191721,96.35568816971718,conflicto_tematico_xy
XY_000000458286,-89.209818,15.984706,19,1,1,19,1,1,2000,2018,Belice,86.41815063888774,86.41815063888774,86.41815063888774,multitemporal_xy
XY_000000458321,-89.209719,15.975672,19,1,1,19,2,2,2000,2018,Belice,64.02197944508589,63.00834749799807,72.63785099533234,conflicto_tematico_xy
XY_000000458370,-89.20962,15.966638,19,1,1,19,1,1,2000,2018,Belice,89.04097347505389,89.04097347505389,89.04097347505389,multitemporal_xy
XY_000000458397,-89.20952099999998,15.957605,19,1,1,19,1,2,2000,2018,Belice,86.38015948274276,86.38015948274276,86.38015948274276,conflicto_tematico_xy
XY_000000458423,-89.209422,15.948571,19,1,1,19,2,2,2000,2018,Belice,80.68774589562678,47.05074699747303,86.9946831890306,conflicto_tematico_xy
XY_000000458435,-89.209323,15.939537,19,1,1,19,1,1,2000,2018,Belice,63.409224724536,63.409224724536,63.409224724536,multitemporal_xy
XY_000000458448,-89.209224,15.930504,19,1,1,19,1,1,2000,2018,Belice,88.25991727727985,88.25991727727985,88.25991727727985,multitemporal_xy
XY_000000458460,-89.209125,15.92147,19,1,1,19,1,1,2000,2018,Belice,82.38592624701383,82.38592624701383,82.38592624701383,multitemporal_xy
XY_000000458471,-89.209027,15.912436,19,1,1,19,1,1,2000,2018,Belice,93.54381241876338,93.54381241876338,93.54381241876338,multitemporal_xy
XY_000000458484,-89.208928,15.903402,19,1,1,19,2,2,2000,2018,Belice,83.01926501163297,54.34350460667648,93.26060801340313,conflicto_tematico_xy
XY_000000460341,-89.203372,16.246776,19,1,1,19,1,1,2000,2018,Belice,81.99034490403632,81.99034490403632,81.99034490403632,multitemporal_xy
XY_000000460377,-89.203271,16.237742,19,1,1,19,1,1,2000,2018,Belice,83.42772845958493,83.42772845958493,83.42772845958493,multitemporal_xy
XY_000000460414,-89.203171,16.228709,19,1,1,19,1,1,2000,2018,Belice,81.43287638103749,81.43287638103749,81.43287638103749,multitemporal_xy
XY_000000460459,-89.20306999999998,16.219675,19,1,1,19,1,1,2000,2018,Belice,83.2805230065387,83.2805230065387,83.2805230065387,multitemporal_xy
XY_000000460492,-89.20296999999998,16.210642,19,1,1,19,1,1,2000,2018,Belice,82.3640630761539,82.3640630761539,82.3640630761539,multitemporal_xy
XY_000000460524,-89.202869,16.201608,19,1,1,19,1,1,2000,2018,Belice,82.01356441881832,82.01356441881832,82.01356441881832,multitemporal_xy
XY_000000460571,-89.202769,16.192575,19,1,1,19,1,1,2000,2018,Belice,71.07114864791751,71.07114864791751,71.07114864791751,multitemporal_xy
XY_000000460602,-89.202669,16.183541,19,1,1,19,1,1,2000,2018,Belice,81.79321187714771,81.79321187714771,81.79321187714771,multitemporal_xy
XY_000000460638,-89.20256899999998,16.174508,19,1,1,19,1,1,2000,2018,Belice,75.69818979739148,75.69818979739148,75.69818979739148,multitemporal_xy
XY_000000460664,-89.20246899999998,16.165474,19,1,1,19,1,1,2000,2018,Belice,95.82954518496138,95.82954518496138,95.82954518496138,multitemporal_xy
XY_000000460692,-89.202369,16.156441,19,1,1,19,1,1,2000,2018,Belice,94.63949217737226,94.63949217737226,94.63949217737226,multitemporal_xy
XY_000000460733,-89.202269,16.147407,19,1,1,19,1,1,2000,2018,Belice,88.28993290745112,88.28993290745112,88.28993290745112,multitemporal_xy
XY_000000460759,-89.202169,16.138374,19,1,1,19,1,1,2000,2018,Belice,79.58624274985726,79.58624274985726,79.58624274985726,multitemporal_xy
XY_000000460786,-89.20206899999998,16.12934,19,1,1,19,1,1,2000,2018,Belice,92.65347356329256,92.65347356329256,92.65347356329256,multitemporal_xy
XY_000000460823,-89.201969,16.120306,19,1,1,19,1,1,2000,2018,Belice,80.54965374976058,80.54965374976058,80.54965374976058,multitemporal_xy
XY_000000460850,-89.201869,16.111273,19,1,1,19,2,2,2000,2018,Belice,72.69873915165253,63.237584451327145,75.22171373840595,conflicto_tematico_xy
XY_000000460891,-89.20176999999998,16.102239,19,1,1,19,2,2,2000,2018,Belice,69.34724437343455,60.101797623704364,95.23449527267908,conflicto_tematico_xy
XY_000000460918,-89.20166999999998,16.093206,19,1,1,19,1,1,2000,2018,Belice,94.70668710381241,94.70668710381241,94.70668710381241,multitemporal_xy
XY_000000460947,-89.20157,16.084172,19,1,1,19,1,1,2000,2018,Belice,91.31994485317024,91.31994485317024,91.31994485317024,multitemporal_xy
XY_000000460991,-89.201471,16.075138,19,1,1,19,1,1,2000,2018,Belice,88.5888689284258,88.5888689284258,88.5888689284258,multitemporal_xy
XY_000000461025,-89.20137099999998,16.066105,19,1,1,19,1,1,2000,2018,Belice,85.19507889722308,85.19507889722308,85.19507889722308,multitemporal_xy
XY_000000461067,-89.201272,16.057071,19,1,1,19,1,1,2000,2018,Belice,94.89967158272518,94.89967158272518,94.89967158272518,multitemporal_xy
XY_000000461105,-89.20117299999998,16.048037,19,1,1,19,1,1,2000,2018,Belice,97.555830716095,97.555830716095,97.555830716095,multitemporal_xy
XY_000000461138,-89.201074,16.039004,19,1,1,19,1,1,2000,2018,Belice,89.53539729476188,89.53539729476188,89.53539729476188,multitemporal_xy
XY_000000461178,-89.200974,16.02997,19,1,1,19,2,2,2000,2018,Belice,72.51779328129811,70.47353052966466,83.42052795667652,conflicto_tematico_xy
XY_000000461219,-89.20087499999998,16.020936,19,1,1,19,1,1,2000,2018,Belice,94.54318644213716,94.54318644213716,94.54318644213716,multitemporal_xy
XY_000000461259,-89.200776,16.011903,19,1,1,19,2,2,2000,2018,Belice,67.03908692597078,64.51834551963398,88.46538887983354,conflicto_tematico_xy
XY_000000461303,-89.200677,16.002869,19,1,1,19,1,1,2000,2018,Belice,91.55073503824408,91.55073503824408,91.55073503824408,multitemporal_xy
XY_000000461339,-89.20057799999998,15.993835,19,1,1,19,2,2,2000,2018,Belice,75.0318084121855,60.037052948138616,79.03040986926467,conflicto_tematico_xy
XY_000000461384,-89.20048,15.984802,19,1,1,19,1,1,2000,2018,Belice,87.74110837763115,87.74110837763115,87.74110837763115,multitemporal_xy
XY_000000461415,-89.20038099999998,15.975768,19,1,1,19,1,1,2000,2018,Belice,85.71259407928119,85.71259407928119,85.71259407928119,multitemporal_xy
XY_000000461443,-89.200282,15.966734,19,1,1,19,1,1,2000,2018,Belice,90.20179542298747,90.20179542298747,90.20179542298747,multitemporal_xy
XY_000000461475,-89.20018299999998,15.9577,19,1,1,19,1,1,2000,2018,Belice,77.21562140713213,77.21562140713213,77.21562140713213,multitemporal_xy
XY_000000461495,-89.200085,15.948667,19,1,1,19,2,2,2000,2018,Belice,81.1459995575435,54.524317795149535,93.43292960172533,conflicto_tematico_xy
XY_000000461514,-89.19998599999998,15.939633,19,1,1,19,1,1,2000,2018,Belice,92.96753162408454,92.96753162408454,92.96753162408454,multitemporal_xy
XY_000000461524,-89.199888,15.930599,19,1,1,19,2,2,2000,2018,Belice,79.13428575224562,65.09187857528894,84.14943117258728,conflicto_tematico_xy
XY_000000461535,-89.19978899999998,15.921565,19,1,1,19,1,1,2000,2018,Belice,42.618091489099356,42.618091489099356,42.618091489099356,multitemporal_xy
XY_000000461547,-89.199691,15.912532,19,1,1,19,1,1,2000,2018,Belice,92.12531868340393,92.12531868340393,92.12531868340393,multitemporal_xy
XY_000000461561,-89.19959299999998,15.903498,19,1,1,19,1,1,2000,2018,Belice,62.667261027912026,62.667261027912026,62.667261027912026,multitemporal_xy
XY_000000462979,-89.19543,16.373342,19,1,1,19,1,1,2000,2018,Belice,93.56777897262397,93.56777897262397,93.56777897262397,multitemporal_xy
XY_000000463007,-89.195329,16.364308,19,1,1,19,1,1,2000,2018,Belice,92.30457008930394,92.30457008930394,92.30457008930394,multitemporal_xy
XY_000000463049,-89.195228,16.355275,19,1,1,19,2,2,2000,2018,Belice,90.0748332489634,59.44402620423436,93.67845760716682,conflicto_tematico_xy
XY_000000463075,-89.195127,16.346241,19,1,1,19,1,1,2000,2018,Belice,95.48564561283936,95.48564561283936,95.48564561283936,multitemporal_xy
XY_000000463101,-89.195026,16.337208,19,1,1,19,1,1,2000,2018,Belice,89.68986458811219,89.68986458811219,89.68986458811219,multitemporal_xy
XY_000000463137,-89.194925,16.328174,19,1,1,19,1,1,2000,2018,Belice,90.7933195193724,90.7933195193724,90.7933195193724,multitemporal_xy
XY_000000463165,-89.19482499999998,16.319141,19,1,1,19,1,1,2000,2018,Belice,92.16429469087163,92.16429469087163,92.16429469087163,multitemporal_xy
XY_000000463196,-89.19472399999998,16.310108,19,1,1,19,1,1,2000,2018,Belice,82.59509723750654,82.59509723750654,82.59509723750654,multitemporal_xy
XY_000000463232,-89.194623,16.301074,19,1,1,19,1,1,2000,2018,Belice,93.41812560236352,93.41812560236352,93.41812560236352,multitemporal_xy
XY_000000463263,-89.194523,16.292041,19,1,1,19,1,1,2000,2018,Belice,68.92732774596136,68.92732774596136,68.92732774596136,multitemporal_xy
XY_000000463305,-89.194422,16.283007,19,1,1,19,1,1,2000,2018,Belice,74.42942879839627,74.42942879839627,74.42942879839627,multitemporal_xy
XY_000000463340,-89.194322,16.273974,19,1,1,19,1,1,2000,2018,Belice,55.182946506819064,55.18294650681907,55.18294650681907,multitemporal_xy
XY_000000463371,-89.194221,16.26494,19,1,1,19,2,2,2000,2018,Belice,88.92351148322163,69.60747281387678,92.54526873372379,conflicto_tematico_xy
XY_000000463418,-89.19412099999998,16.255907,19,1,1,19,1,1,2000,2018,Belice,83.49703977332634,83.49703977332634,83.49703977332634,multitemporal_xy
XY_000000463454,-89.194021,16.246873,19,1,1,19,1,1,2000,2018,Belice,82.99573682188586,82.99573682188586,82.99573682188586,multitemporal_xy
XY_000000463491,-89.193921,16.237839,19,1,1,19,1,1,2000,2018,Belice,83.38184091392233,83.38184091392233,83.38184091392233,multitemporal_xy
XY_000000463537,-89.19382,16.228806,19,1,1,19,1,2,2000,2018,Belice,81.5367718629957,81.5367718629957,81.5367718629957,conflicto_tematico_xy
XY_000000463570,-89.19372,16.219772,19,1,1,19,1,1,2000,2018,Belice,83.61170747212739,83.61170747212739,83.61170747212739,multitemporal_xy
XY_000000463619,-89.19361999999998,16.210739,19,1,1,19,1,1,2000,2018,Belice,83.07633108774336,83.07633108774336,83.07633108774336,multitemporal_xy
XY_000000463650,-89.19352,16.201705,19,1,1,19,1,1,2000,2018,Belice,83.52697513650763,83.52697513650763,83.52697513650763,multitemporal_xy
XY_000000463686,-89.193421,16.192672,19,1,1,19,1,1,2000,2018,Belice,92.24191447944204,92.24191447944204,92.24191447944204,multitemporal_xy
XY_000000463730,-89.19332099999998,16.183638,19,1,1,19,1,1,2000,2018,Belice,83.18230586826317,83.18230586826317,83.18230586826317,multitemporal_xy
XY_000000463757,-89.19322099999998,16.174604,19,1,1,19,1,1,2000,2018,Belice,60.18325694294715,60.18325694294715,60.18325694294715,multitemporal_xy
XY_000000463784,-89.193121,16.165571,19,1,1,19,1,1,2000,2018,Belice,87.12048669953191,87.12048669953191,87.12048669953191,multitemporal_xy
XY_000000463827,-89.193022,16.156537,19,1,1,19,1,1,2000,2018,Belice,87.84786507526644,87.84786507526644,87.84786507526644,multitemporal_xy
XY_000000463853,-89.19292199999998,16.147504,19,1,1,19,1,1,2000,2018,Belice,97.1725921879916,97.1725921879916,97.1725921879916,multitemporal_xy
XY_000000463889,-89.192823,16.13847,19,1,1,19,1,1,2000,2018,Belice,91.31712901888193,91.31712901888193,91.31712901888193,multitemporal_xy
XY_000000463915,-89.192723,16.129436,19,1,1,19,2,2,2000,2018,Belice,76.21949060376835,59.77795154408958,79.30227917745812,conflicto_tematico_xy
XY_000000463941,-89.19262399999998,16.120403,19,1,1,19,2,2,2000,2018,Belice,51.54795174911956,44.28719601572684,90.27198232721408,conflicto_tematico_xy
XY_000000463984,-89.192524,16.111369,19,1,1,19,2,2,2000,2018,Belice,79.46419072929488,76.28724506427443,86.34757300350589,conflicto_tematico_xy
XY_000000464011,-89.192425,16.102335,19,1,1,19,1,1,2000,2018,Belice,94.11211223449007,94.11211223449007,94.11211223449007,multitemporal_xy
XY_000000464047,-89.19232599999998,16.093302,19,1,1,19,2,2,2000,2018,Belice,67.34522704429205,62.247551057345966,94.53283230800443,conflicto_tematico_xy
XY_000000464079,-89.192227,16.084268,19,1,1,19,1,1,2000,2018,Belice,89.28818109996226,89.28818109996226,89.28818109996226,multitemporal_xy
XY_000000464113,-89.19212799999998,16.075234,19,1,1,19,1,1,2000,2018,Belice,91.18822537440136,91.18822537440136,91.18822537440136,multitemporal_xy
XY_000000464163,-89.192029,16.066201,19,1,1,19,1,1,2000,2018,Belice,95.84364521499393,95.84364521499393,95.84364521499393,multitemporal_xy
XY_000000464197,-89.19193,16.057167,19,1,1,19,1,1,2000,2018,Belice,94.02121612253464,94.02121612253464,94.02121612253464,multitemporal_xy
XY_000000464234,-89.19183099999998,16.048133,19,1,1,19,1,1,2000,2018,Belice,79.67435515571802,79.67435515571802,79.67435515571802,multitemporal_xy
XY_000000464275,-89.191732,16.039099,19,1,1,19,1,1,2000,2018,Belice,76.52041840960001,76.52041840960001,76.52041840960001,multitemporal_xy
XY_000000464312,-89.19163299999998,16.030066,19,1,1,19,1,1,2000,2018,Belice,89.37331015358532,89.37331015358532,89.37331015358532,multitemporal_xy
XY_000000464364,-89.191535,16.021032,19,1,1,19,1,1,2000,2018,Belice,89.76222781982662,89.76222781982662,89.76222781982662,multitemporal_xy
XY_000000464410,-89.19143599999998,16.011998,19,1,1,19,2,2,2000,2018,Belice,77.98316120429259,77.70709548980415,79.01840763362421,conflicto_tematico_xy
XY_000000464445,-89.191338,16.002964,19,1,1,19,1,1,2000,2018,Belice,80.35138079466725,80.35138079466725,80.35138079466725,multitemporal_xy
XY_000000464484,-89.19123899999998,15.993931,19,1,1,19,1,1,2000,2018,Belice,74.76969891944698,74.76969891944698,74.76969891944698,multitemporal_xy
XY_000000464514,-89.191141,15.984897,19,1,1,19,2,2,2000,2018,Belice,71.16317360255808,54.78577018520538,93.68210330141801,conflicto_tematico_xy
XY_000000464558,-89.19104199999998,15.975863,19,1,1,19,2,2,2000,2018,Belice,77.0859959920009,54.47828676570348,83.11471845234688,conflicto_tematico_xy
XY_000000464584,-89.190944,15.966829,19,1,1,19,1,2,2000,2018,Belice,87.1373910494595,87.1373910494595,87.1373910494595,conflicto_tematico_xy
XY_000000464606,-89.19084599999998,15.957796,19,1,1,19,1,1,2000,2018,Belice,86.28582682527028,86.28582682527028,86.28582682527028,multitemporal_xy
XY_000000464623,-89.190748,15.948762,19,1,1,19,1,1,2000,2018,Belice,74.11548749358553,74.11548749358553,74.11548749358553,multitemporal_xy
XY_000000464629,-89.19064899999998,15.939728,19,1,1,19,1,1,2000,2018,Belice,62.260985991800624,62.260985991800624,62.260985991800624,multitemporal_xy
XY_000000464641,-89.190551,15.930694,19,1,1,19,1,1,2000,2018,Belice,86.67830403868852,86.67830403868852,86.67830403868852,multitemporal_xy
XY_000000464648,-89.190453,15.92166,19,1,1,19,1,1,2000,2018,Belice,82.64853481276087,82.64853481276087,82.64853481276087,multitemporal_xy
XY_000000464661,-89.19035499999998,15.912626,19,1,1,19,1,1,2000,2018,Belice,94.53414596918562,94.53414596918562,94.53414596918562,multitemporal_xy
XY_000000464677,-89.190258,15.903593,19,1,1,19,1,1,2000,2018,Belice,56.73686366014399,56.73686366014398,56.73686366014398,multitemporal_xy
XY_000000465648,-89.187387,16.490874,19,1,1,19,1,1,2000,2018,Belice,82.50475510308553,82.50475510308553,82.50475510308553,multitemporal_xy
XY_000000465683,-89.187286,16.48184,19,1,1,19,1,1,2000,2018,Belice,87.92444076820189,87.92444076820189,87.92444076820189,multitemporal_xy
XY_000000465717,-89.187184,16.472807,19,1,1,19,1,1,2000,2018,Belice,87.47753756001306,87.47753756001306,87.47753756001306,multitemporal_xy
XY_000000465766,-89.187083,16.463773,19,1,1,19,1,1,2000,2018,Belice,86.59143271109846,86.59143271109846,86.59143271109846,multitemporal_xy
XY_000000465805,-89.186982,16.45474,19,1,1,19,1,1,2000,2018,Belice,93.53484235346521,93.53484235346521,93.53484235346521,multitemporal_xy
XY_000000465840,-89.186881,16.445707,19,1,1,19,1,1,2000,2018,Belice,90.54025306064821,90.54025306064821,90.54025306064821,multitemporal_xy
XY_000000465879,-89.186779,16.436673,19,1,1,19,2,2,2000,2018,Belice,85.4507003013306,66.66792640531429,96.40731840734011,conflicto_tematico_xy
XY_000000465914,-89.186678,16.42764,19,1,1,19,1,1,2000,2018,Belice,92.77549088965844,92.77549088965844,92.77549088965844,multitemporal_xy
XY_000000465955,-89.186577,16.418606,19,1,1,19,1,1,2000,2018,Belice,95.0732498968094,95.0732498968094,95.0732498968094,multitemporal_xy
XY_000000465991,-89.186476,16.409573,19,1,1,19,1,1,2000,2018,Belice,89.61882782316435,89.61882782316435,89.61882782316435,multitemporal_xy
XY_000000466022,-89.186375,16.40054,19,1,1,19,1,1,2000,2018,Belice,94.72425799633517,94.72425799633517,94.72425799633517,multitemporal_xy
XY_000000466060,-89.18627499999998,16.391506,19,1,1,19,2,2,2000,2018,Belice,72.57579840718017,62.27005843216955,86.7461908728198,conflicto_tematico_xy
XY_000000466087,-89.18617399999998,16.382473,19,1,1,19,1,1,2000,2018,Belice,96.35269585502222,96.35269585502222,96.35269585502222,multitemporal_xy
XY_000000466115,-89.18607299999998,16.373439,19,1,1,19,1,1,2000,2018,Belice,88.37148802543432,88.37148802543432,88.37148802543432,multitemporal_xy
XY_000000466157,-89.185972,16.364406,19,1,1,19,1,1,2000,2018,Belice,96.3541277729984,96.3541277729984,96.3541277729984,multitemporal_xy
XY_000000466183,-89.185872,16.355372,19,1,1,19,1,1,2000,2018,Belice,52.88666011163773,52.88666011163773,52.88666011163773,multitemporal_xy
XY_000000466218,-89.185771,16.346339,19,1,1,19,1,1,2000,2018,Belice,96.6570753773711,96.6570753773711,96.6570753773711,multitemporal_xy
XY_000000466249,-89.185671,16.337305,19,1,1,19,1,1,2000,2018,Belice,94.97413524544268,94.97413524544268,94.97413524544268,multitemporal_xy
XY_000000466276,-89.18557,16.328272,19,1,1,19,1,1,2000,2018,Belice,95.35744776364083,95.35744776364083,95.35744776364083,multitemporal_xy
XY_000000466318,-89.18546999999998,16.319238,19,1,1,19,2,2,2000,2018,Belice,79.94385332263623,78.16799537733789,95.03864585767212,conflicto_tematico_xy
XY_000000466345,-89.18537,16.310205,19,1,1,19,1,1,2000,2018,Belice,92.53825768771516,92.53825768771516,92.53825768771516,multitemporal_xy
XY_000000466373,-89.18527,16.301171,19,1,1,19,1,1,2000,2018,Belice,88.21481249436479,88.21481249436479,88.21481249436479,multitemporal_xy
XY_000000466417,-89.185169,16.292137,19,1,1,19,2,2,2000,2018,Belice,83.53959236325875,82.4775444759539,92.56699940534986,conflicto_tematico_xy
XY_000000466450,-89.185069,16.283104,19,1,1,19,2,2,2000,2018,Belice,75.40169490021796,73.29360713733605,93.32044088471424,conflicto_tematico_xy
XY_000000466487,-89.18496899999998,16.27407,19,1,1,19,1,1,2000,2018,Belice,90.4759487889407,90.4759487889407,90.4759487889407,multitemporal_xy
XY_000000466533,-89.184869,16.265037,19,1,1,19,2,2,2000,2018,Belice,79.71329329943157,69.18094277166716,87.37318459235115,conflicto_tematico_xy
XY_000000466565,-89.184769,16.256003,19,1,1,19,1,1,2000,2018,Belice,78.09898210137314,78.09898210137314,78.09898210137314,multitemporal_xy
XY_000000466608,-89.18466999999998,16.24697,19,1,1,19,1,1,2000,2018,Belice,82.6149228902369,82.6149228902369,82.6149228902369,multitemporal_xy
XY_000000466648,-89.18456999999998,16.237936,19,1,1,19,1,1,2000,2018,Belice,66.75291846910707,66.75291846910707,66.75291846910707,multitemporal_xy
XY_000000466677,-89.18447,16.228902,19,1,1,19,1,1,2000,2018,Belice,83.9080954481018,83.9080954481018,83.9080954481018,multitemporal_xy
XY_000000466723,-89.18437,16.219869,19,1,1,19,2,2,2000,2018,Belice,81.01594129576876,55.10669487859204,82.4553438745008,conflicto_tematico_xy
XY_000000466756,-89.18427099999998,16.210835,19,1,1,19,1,1,2000,2018,Belice,82.87474533898416,82.87474533898416,82.87474533898416,multitemporal_xy
XY_000000466795,-89.184171,16.201802,19,1,1,19,1,1,2000,2018,Belice,82.81397181304965,82.81397181304965,82.81397181304965,multitemporal_xy
XY_000000466828,-89.184072,16.192768,19,1,1,19,1,1,2000,2018,Belice,79.8394449227535,79.8394449227535,79.8394449227535,multitemporal_xy
XY_000000466855,-89.18397199999998,16.183734,19,1,1,19,1,1,2000,2018,Belice,88.66656987141891,88.66656987141891,88.66656987141891,multitemporal_xy
XY_000000466897,-89.183873,16.174701,19,1,1,19,1,1,2000,2018,Belice,91.09594127841089,91.09594127841089,91.09594127841089,multitemporal_xy
XY_000000466926,-89.183774,16.165667,19,1,1,19,1,1,2000,2018,Belice,92.36684711226333,92.36684711226333,92.36684711226333,multitemporal_xy
XY_000000466953,-89.18367499999998,16.156633,19,1,1,19,1,1,2000,2018,Belice,95.96767144153542,95.96767144153542,95.96767144153542,multitemporal_xy
XY_000000466991,-89.183575,16.1476,19,1,1,19,1,1,2000,2018,Belice,89.25268742043166,89.25268742043166,89.25268742043166,multitemporal_xy
