xy_class_group_id,xy_group_id,xy_year_group_id,lon,lat,year_ref,class_code,class_group_code,class_name,class_group_name,records,country,country_code,source,source_id
SRC10_CRI_2021__XYC__002beb50419f,SRC10_CRI_2021__XY__5daf54986702,SRC10_CRI_2021__XYY__5ade24adeec0,-85.235904,10.273114,2021,11,11,Humedal Palustre,Humedal Palustre,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__003253271b6c,SRC10_CRI_2021__XY__145be63ab316,SRC10_CRI_2021__XYY__e32d17805370,-85.626418,10.53508,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__003443b44c61,SRC10_CRI_2021__XY__eb1ebc62ab8c,SRC10_CRI_2021__XYY__dc2f8a3f26e1,-85.683455,10.309707,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__003471d6f01c,SRC10_CRI_2021__XY__76ff9f4e7d0a,SRC10_CRI_2021__XYY__ffc424610167,-85.423078,10.128758,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__003a14ff5d26,SRC10_CRI_2021__XY__cfccebc20d3c,SRC10_CRI_2021__XYY__3a5cc94cc941,-85.528095,10.474572,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__003ea851a4e5,SRC10_CRI_2021__XY__1f80f765f566,SRC10_CRI_2021__XYY__dbd019b41980,-85.274858,10.511887,2021,8,8,Pastos,Pastos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__003fc23b7b86,SRC10_CRI_2021__XY__b79c1d7df138,SRC10_CRI_2021__XYY__2ba80cea8bbb,-85.408118,10.558381,2021,8,8,Pastos,Pastos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00439a3b4219,SRC10_CRI_2021__XY__f88855f5354b,SRC10_CRI_2021__XYY__e36a0eb235e3,-85.249632,10.540948,2021,8,8,Pastos,Pastos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00479fa6d297,SRC10_CRI_2021__XY__8592a7217e90,SRC10_CRI_2021__XYY__c727f2bf4a79,-85.793065,10.19377,2021,4,1,Bosque secundario deciduo,Forestal,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00525d1a9d49,SRC10_CRI_2021__XY__497631f42652,SRC10_CRI_2021__XYY__c35e3b0b1181,-85.653765,10.509078,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__0055bd879720,SRC10_CRI_2021__XY__43b14627525c,SRC10_CRI_2021__XYY__9e42c46bcabf,-85.570032,10.416454,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__005cfdaaf617,SRC10_CRI_2021__XY__04442c97416d,SRC10_CRI_2021__XYY__490481ccc138,-85.482146,10.130911,2021,2,1,Bosque secundario,Forestal,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__005eecd52920,SRC10_CRI_2021__XY__819767919bcd,SRC10_CRI_2021__XYY__43752cd6b943,-85.389864,10.251978,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__006045fd97ce,SRC10_CRI_2021__XY__557a635ffd0b,SRC10_CRI_2021__XYY__3b697d9cc69d,-85.484073,10.091084,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__0061f2473e19,SRC10_CRI_2021__XY__50b14db25f6d,SRC10_CRI_2021__XYY__6a00f0af8137,-85.492264,10.488014,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__0069adc95032,SRC10_CRI_2021__XY__1a754b68c469,SRC10_CRI_2021__XYY__cbb5b01fafeb,-85.348805,10.52105,2021,4,1,Bosque secundario deciduo,Forestal,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__006fd404e787,SRC10_CRI_2021__XY__2a5555701292,SRC10_CRI_2021__XYY__5fa33c02e170,-85.577849,10.264823,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__0071d80329f4,SRC10_CRI_2021__XY__f6b9e71620fb,SRC10_CRI_2021__XYY__aa6c0a05fb5b,-85.361711,10.262804,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__0073fa89810e,SRC10_CRI_2021__XY__b07c4f513e51,SRC10_CRI_2021__XYY__35eb773a540e,-85.196462,10.445823,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__007629668ed8,SRC10_CRI_2021__XY__40d2108282ad,SRC10_CRI_2021__XYY__4f0fd3183ff2,-85.614894,10.104948,2021,2,1,Bosque secundario,Forestal,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__0078d7516a9e,SRC10_CRI_2021__XY__5e63274e7353,SRC10_CRI_2021__XYY__d24493f325af,-85.489939,10.443382,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00798c1e7924,SRC10_CRI_2021__XY__ec88e60f8b9d,SRC10_CRI_2021__XYY__7696ac26875c,-85.35763,10.280467,2021,4,1,Bosque secundario deciduo,Forestal,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__007cafe9be42,SRC10_CRI_2021__XY__1404dd71b229,SRC10_CRI_2021__XYY__7bbbc7038ec0,-85.704573,10.11027,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__007cbfff83a5,SRC10_CRI_2021__XY__1ab9b69253ba,SRC10_CRI_2021__XYY__dfd78a42f524,-85.281921,10.103759,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__0090751b910e,SRC10_CRI_2021__XY__a289bf3bdda7,SRC10_CRI_2021__XYY__60d31b078b13,-85.570589,10.101542,2021,2,1,Bosque secundario,Forestal,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00915091b030,SRC10_CRI_2021__XY__0c16e25e48ed,SRC10_CRI_2021__XYY__50d525eabb2c,-85.461414,10.281375,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__0098d20c5529,SRC10_CRI_2021__XY__7da1497e0a6a,SRC10_CRI_2021__XYY__ebf57ebf75a8,-85.265358,10.148014,2021,4,1,Bosque secundario deciduo,Forestal,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__009be6629c25,SRC10_CRI_2021__XY__718a96da02d5,SRC10_CRI_2021__XYY__2acdf11dd4f0,-85.759088,10.211144,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00a2d5aae938,SRC10_CRI_2021__XY__dc00c5b23017,SRC10_CRI_2021__XYY__68b2d695b5a2,-85.351617,10.548244,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00a7ab4d94b2,SRC10_CRI_2021__XY__2f4b7c57462a,SRC10_CRI_2021__XYY__76aa305a6507,-85.254304,10.523002,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00a86516f6e5,SRC10_CRI_2021__XY__938d44eac756,SRC10_CRI_2021__XYY__70c65209c15d,-85.488294,10.255758,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00a9ad33c2e1,SRC10_CRI_2021__XY__f83916f5821c,SRC10_CRI_2021__XYY__0312f8860f60,-85.589677,10.543042,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00a9f145c8cc,SRC10_CRI_2021__XY__32a285ca14f5,SRC10_CRI_2021__XYY__fc33f43c7fc6,-85.481323,10.407224,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00ac74538548,SRC10_CRI_2021__XY__1345dcaeb858,SRC10_CRI_2021__XYY__71f566cc4b60,-85.636544,10.27518,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00ad18bcd27f,SRC10_CRI_2021__XY__cee0f9e9f75f,SRC10_CRI_2021__XYY__f3f2239f0cb6,-85.578976,10.515345,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00ae5448564d,SRC10_CRI_2021__XY__2632a273573f,SRC10_CRI_2021__XYY__7404953bd53c,-85.628467,10.490711,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00aed4991161,SRC10_CRI_2021__XY__7a99ec47e72c,SRC10_CRI_2021__XYY__677e676f16ca,-85.390897,10.48606,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00b9f615d50d,SRC10_CRI_2021__XY__fdb535d0f6cd,SRC10_CRI_2021__XYY__b93920606000,-85.690736,10.554409,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00be6cd2774f,SRC10_CRI_2021__XY__07999c2c0946,SRC10_CRI_2021__XYY__205e8b4f525c,-85.754587,10.198336,2021,8,8,Pastos,Pastos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00ca1d1c696a,SRC10_CRI_2021__XY__95aa1bfba37e,SRC10_CRI_2021__XYY__d0f7d26416cc,-85.806754,10.514258,2021,4,1,Bosque secundario deciduo,Forestal,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00cd5a9c68db,SRC10_CRI_2021__XY__8758cc24c083,SRC10_CRI_2021__XYY__05ef092d0ef5,-85.443976,10.085229,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00cd8852bbe4,SRC10_CRI_2021__XY__b525ff7dec85,SRC10_CRI_2021__XYY__a8ad4bde02fc,-85.683891,10.536496,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00ced5f38932,SRC10_CRI_2021__XY__7bf42460c4da,SRC10_CRI_2021__XYY__95e33ef7e1b9,-85.219039,10.278005,2021,6,1,Manglar,Forestal,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00d90464a30b,SRC10_CRI_2021__XY__e8a1fa82081c,SRC10_CRI_2021__XYY__62b6b4563d93,-85.612612,10.48622,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00e0f5898d7f,SRC10_CRI_2021__XY__2bc306bc0768,SRC10_CRI_2021__XYY__8d31b2961105,-85.457404,10.153174,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00e3ba637bbc,SRC10_CRI_2021__XY__45f5f05e6c67,SRC10_CRI_2021__XYY__46d5d99d32b9,-85.557486,10.440646,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00e94907e10d,SRC10_CRI_2021__XY__720c551eb66c,SRC10_CRI_2021__XYY__663eccf1cd9d,-85.206727,10.369762,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00ec6e00ffe0,SRC10_CRI_2021__XY__8aee8721d042,SRC10_CRI_2021__XYY__23b290ed1072,-85.388426,10.405227,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00eedcac1bfd,SRC10_CRI_2021__XY__22ae0a1bf7f9,SRC10_CRI_2021__XYY__c3d25e0c8672,-85.721503,10.321571,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00f26929ab5e,SRC10_CRI_2021__XY__fb688c353efb,SRC10_CRI_2021__XYY__de957e090df6,-85.558532,10.224669,2021,8,8,Pastos,Pastos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00f5237fa279,SRC10_CRI_2021__XY__75c09884f658,SRC10_CRI_2021__XYY__5f3b56bf372e,-85.339948,10.271761,2021,4,1,Bosque secundario deciduo,Forestal,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00f835dddc5d,SRC10_CRI_2021__XY__48790428484f,SRC10_CRI_2021__XYY__68a803c33520,-85.563838,10.444235,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00fa6c2c84ef,SRC10_CRI_2021__XY__74b1478fc8ae,SRC10_CRI_2021__XYY__14a6dda1583f,-85.454517,10.135913,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00fd256c70ab,SRC10_CRI_2021__XY__a122c0eec0f5,SRC10_CRI_2021__XYY__4348a8a60f01,-85.300292,10.533504,2021,8,8,Pastos,Pastos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00fd360b4d91,SRC10_CRI_2021__XY__9d44e11dba2a,SRC10_CRI_2021__XYY__7eb5166e80a1,-85.485454,10.3879,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__00ff510619c8,SRC10_CRI_2021__XY__72fc5b7ef268,SRC10_CRI_2021__XYY__a9da7e2a740a,-85.390834,10.159317,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__01028f4c9b75,SRC10_CRI_2021__XY__e5ba03ceba8b,SRC10_CRI_2021__XYY__f8af194d31b3,-85.519111,10.363611,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__01064cb2f876,SRC10_CRI_2021__XY__3837dd5e7801,SRC10_CRI_2021__XYY__a0c39cf660f7,-85.312733,10.202021,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__010d7edc4187,SRC10_CRI_2021__XY__36f12bf86834,SRC10_CRI_2021__XYY__4029bc73eb15,-85.577947,10.261085,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__01108626882b,SRC10_CRI_2021__XY__7751a2bc888f,SRC10_CRI_2021__XYY__39630db2205f,-85.483201,10.357746,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__011195e340d4,SRC10_CRI_2021__XY__34f5cc22161f,SRC10_CRI_2021__XYY__3c6638cb0c58,-85.527344,10.320135,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__011729ce44f2,SRC10_CRI_2021__XY__6cd69147f01e,SRC10_CRI_2021__XYY__ed914336fcca,-85.508471,10.345562,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__011827f9f4bc,SRC10_CRI_2021__XY__b6acec4b4b43,SRC10_CRI_2021__XYY__4fa432e023bc,-85.469065,10.494155,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__011873a45247,SRC10_CRI_2021__XY__8eb6be21c5e8,SRC10_CRI_2021__XYY__fc3f554efd78,-85.649123,10.276284,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__011893b352d1,SRC10_CRI_2021__XY__8f0c4b2a5720,SRC10_CRI_2021__XYY__81aaf50a1c26,-85.543024,10.504663,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__011aef706ba0,SRC10_CRI_2021__XY__e8eb930c098d,SRC10_CRI_2021__XYY__5b04dd9920e6,-85.456204,10.45319,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__011fcd886bd1,SRC10_CRI_2021__XY__7374c855cee5,SRC10_CRI_2021__XYY__4657acbdad65,-85.448693,10.196217,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__01265a7ec261,SRC10_CRI_2021__XY__4bac91a303de,SRC10_CRI_2021__XYY__cab290e9976b,-85.723015,10.542049,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__012ea10a7fa1,SRC10_CRI_2021__XY__6547e1228231,SRC10_CRI_2021__XYY__5640507c16bb,-85.339927,10.418707,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__0130a217b72c,SRC10_CRI_2021__XY__0eeec2ab4377,SRC10_CRI_2021__XYY__d17c8973286e,-85.274562,10.439488,2021,8,8,Pastos,Pastos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__0134ba169b3d,SRC10_CRI_2021__XY__96e972db9281,SRC10_CRI_2021__XYY__e77179a464f7,-85.690672,10.553998,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__01374df98dc4,SRC10_CRI_2021__XY__d74f5dde1ba6,SRC10_CRI_2021__XYY__ff9243f861d9,-85.496082,10.387524,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__013857afe296,SRC10_CRI_2021__XY__689d1b0c5878,SRC10_CRI_2021__XYY__d41ca82966cc,-85.444452,10.191409,2021,9,9,Cultivos,Cultivos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021__XYC__0139ea17ae48,SRC10_CRI_2021__XY__e60f40f06dfd,SRC10_CRI_2021__XYY__db4145f3c6cb,-85.672536,10.384467,2021,16,16,Edificaciones,Edificaciones,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
