source_rowid,xy_group_id,lon,lat,anio,pais,id_fuente,fuente,tipo_fuente,detalle_tipo_fuente,id_origen,score_directitud,score_trazabilidad,score_consistencia_temporal_fuente,score_fuente_base,flag_anio_fuente_informado,flag_anio_fuente_consistente,flag_nombre_fuente_inconsistente,flag_tipo_fuente_inconsistente,flag_pais_fuente_inconsistente,nivel_0,nivel_1,nivel_2,conf_integrada,conf_integrada_score_observado,conf_integrada_observada,score_temporal_registro,estado_registro_scoring,geometry
11,SRC10_CRI_2021_A1__XY__00124cdfeec5,-85.343269,10.211148,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__00124cdfeec5,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.34326912540679 10.211147675938719)
12,SRC10_CRI_2021_A1__XY__0015cfe4d540,-85.797124,10.183751,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__0015cfe4d540,85.0,85.0,100.0,85.0,1,1,0,0,0,Artificializado y otra tierras,Urbano,Urbano,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.79712355746025 10.183751312868575)
13,SRC10_CRI_2021_A1__XY__0017d4dea2df,-85.320803,10.223717,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__0017d4dea2df,85.0,85.0,100.0,85.0,1,1,0,0,0,Artificializado y otra tierras,Urbano,Urbano,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.32080294290772 10.223716936041278)
14,SRC10_CRI_2021_A1__XY__00183809bf8e,-85.454199,10.476124,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__00183809bf8e,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.45419943874997 10.476124454995544)
15,SRC10_CRI_2021_A1__XY__001922478ffa,-85.57244,10.475562,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__001922478ffa,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.57244026621007 10.4755622203053)
16,SRC10_CRI_2021_A1__XY__001d4d0f9aa1,-85.282819,10.523157,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__001d4d0f9aa1,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Bosque latifoliado y mixto,Bosque seco o deciduo,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.28281913936758 10.523157499273836)
17,SRC10_CRI_2021_A1__XY__002a57e8964d,-85.423195,10.155304,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__002a57e8964d,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.42319522110284 10.155303770315601)
18,SRC10_CRI_2021_A1__XY__002cb0ca547e,-85.498827,10.266001,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__002cb0ca547e,85.0,85.0,100.0,85.0,1,1,0,0,0,Artificializado y otra tierras,Urbano,Urbano,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.4988267009438 10.266001408355265)
19,SRC10_CRI_2021_A1__XY__003015955f5f,-85.418364,10.489559,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__003015955f5f,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.41836402638985 10.489558894495039)
20,SRC10_CRI_2021_A1__XY__00318c6773bb,-85.603024,10.261855,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__00318c6773bb,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.60302382533986 10.261855281298509)
21,SRC10_CRI_2021_A1__XY__0031fb609e5b,-85.206894,10.413203,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__0031fb609e5b,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.20689354574503 10.413202836698915)
22,SRC10_CRI_2021_A1__XY__00357dde3aa3,-85.278549,10.381551,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__00357dde3aa3,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.2785487495759 10.381550930955305)
23,SRC10_CRI_2021_A1__XY__003875680115,-85.2134,10.457826,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__003875680115,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.21340047775664 10.45782639468636)
24,SRC10_CRI_2021_A1__XY__0039cda044ef,-85.533821,10.350269,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__0039cda044ef,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.5338213437152 10.350268824365408)
25,SRC10_CRI_2021_A1__XY__003ac6eb8d49,-85.486165,10.087455,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__003ac6eb8d49,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.48616514691132 10.087454702114384)
26,SRC10_CRI_2021_A1__XY__003c5f97f73b,-85.204768,10.409591,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__003c5f97f73b,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.20476835326524 10.40959070547499)
27,SRC10_CRI_2021_A1__XY__004466377789,-85.508935,10.442086,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__004466377789,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.50893454786573 10.442085795088461)
28,SRC10_CRI_2021_A1__XY__00453a7dea1f,-85.502272,10.373343,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__00453a7dea1f,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.50227165305131 10.373342542472097)
29,SRC10_CRI_2021_A1__XY__00480e7468c1,-85.245108,10.466151,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__00480e7468c1,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.24510776823465 10.46615097523753)
30,SRC10_CRI_2021_A1__XY__00499764e517,-85.521849,10.285165,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__00499764e517,85.0,85.0,100.0,85.0,1,1,0,0,0,Artificializado y otra tierras,Urbano,Urbano,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.52184884138465 10.28516479423155)
31,SRC10_CRI_2021_A1__XY__004c0bdc4edd,-85.39081,10.466755,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__004c0bdc4edd,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.39081041214341 10.466754791571372)
32,SRC10_CRI_2021_A1__XY__004d08b1526b,-85.721517,10.258699,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__004d08b1526b,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Bosque latifoliado y mixto,Bosque seco o deciduo,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.72151696371598 10.25869864498777)
33,SRC10_CRI_2021_A1__XY__004d6cd13ab0,-85.363684,10.540477,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__004d6cd13ab0,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.36368356018207 10.54047682521944)
34,SRC10_CRI_2021_A1__XY__0050adfdd915,-85.51696,10.355175,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__0050adfdd915,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.51695984562022 10.355174993041011)
35,SRC10_CRI_2021_A1__XY__005386f57860,-85.568348,10.146562,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__005386f57860,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Bosque latifoliado y mixto,Bosque seco o deciduo,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.56834759388562 10.146562473757056)
36,SRC10_CRI_2021_A1__XY__005434b96c1b,-85.511297,10.493957,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__005434b96c1b,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.51129705236237 10.493956886061833)
37,SRC10_CRI_2021_A1__XY__0054f1fd8a46,-85.463104,10.117723,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__0054f1fd8a46,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.46310361206189 10.11772312752692)
38,SRC10_CRI_2021_A1__XY__0058a2877865,-85.464322,10.383171,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__0058a2877865,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.46432246293742 10.383170516728976)
39,SRC10_CRI_2021_A1__XY__005a1f657f11,-85.373791,10.437869,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__005a1f657f11,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.37379105297116 10.437869433081024)
40,SRC10_CRI_2021_A1__XY__005a97f6cbc3,-85.236499,10.425157,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__005a97f6cbc3,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.23649903892024 10.425156828172215)
41,SRC10_CRI_2021_A1__XY__005ec63dca73,-85.588502,10.311395,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__005ec63dca73,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.58850170551855 10.311394631922358)
42,SRC10_CRI_2021_A1__XY__0060602a2d36,-85.575327,10.207696,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__0060602a2d36,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.57532675449801 10.20769630196979)
43,SRC10_CRI_2021_A1__XY__0062bc322fe5,-85.530035,10.439572,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__0062bc322fe5,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.53003483721088 10.439572252051116)
44,SRC10_CRI_2021_A1__XY__006386528810,-85.227341,10.241772,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__006386528810,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras húmedas y agua,Humedales,Humedales,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.22734141372081 10.241772438183984)
45,SRC10_CRI_2021_A1__XY__006aaadf4da3,-85.509109,10.478282,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__006aaadf4da3,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.50910948032197 10.478281949024698)
46,SRC10_CRI_2021_A1__XY__006f11645774,-85.538337,10.410575,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__006f11645774,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.53833736802596 10.410575087259021)
47,SRC10_CRI_2021_A1__XY__006fb2466b07,-85.502862,10.49641,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__006fb2466b07,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.50286241592532 10.496410026889706)
48,SRC10_CRI_2021_A1__XY__0077093157da,-85.792716,10.365623,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__0077093157da,85.0,85.0,100.0,85.0,1,1,0,0,0,Artificializado y otra tierras,Urbano,Urbano,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.79271632352038 10.365622559855051)
49,SRC10_CRI_2021_A1__XY__007756511916,-85.431017,10.256115,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__007756511916,85.0,85.0,100.0,85.0,1,1,0,0,0,Artificializado y otra tierras,Urbano,Urbano,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.43101708907328 10.25611461636364)
50,SRC10_CRI_2021_A1__XY__007b96952179,-85.807013,10.307145,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__007b96952179,85.0,85.0,100.0,85.0,1,1,0,0,0,Artificializado y otra tierras,Urbano,Urbano,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.8070125988372 10.307144638771405)
51,SRC10_CRI_2021_A1__XY__00801b520f39,-85.542773,10.45399,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__00801b520f39,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.54277333286025 10.453989550283332)
52,SRC10_CRI_2021_A1__XY__00806c71bc2c,-85.438031,10.170925,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__00806c71bc2c,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.43803107405897 10.170925132853423)
53,SRC10_CRI_2021_A1__XY__0089f555b7f6,-85.385361,10.186839,2021,Costa Rica,10,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",nueva_fuente,SINAC SRC10 2021,SRC10_CRI_2021_A1__XY__0089f555b7f6,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,Cultivos intensivos No-Arbóreos,Otros cultivos intensivos no arbóreos,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-85.3853610572305 10.18683867504206)
