xy_group_id,lon,lat,pais_grupo,estado_xy_subset,tipo_grupo_original,n_registros_original,n_registros_subset,n_registros,n_anios,anio_min,anio_max,distancia_minima_2020,incluye_2020,score_temporal,pais_dominante,id_fuente_dominante,fuente_dominante,tipo_fuente_dominante,detalle_tipo_fuente_dominante,nivel_0_dominante,nivel_1_dominante,nivel_2_dominante,valores_nivel_0,valores_nivel_1,valores_nivel_2,n_nivel0,n_nivel1,n_nivel2,conf_integrada_promedio_observada,n_conf_integrada_observada,n_fuentes,ids_fuente_presentes,fuentes_presentes,tipos_fuente_presentes,score_directitud_fuente_promedio,score_trazabilidad_fuente_promedio,score_temporal_metadata_fuente_promedio,score_fuente_promedio,score_fuente_minimo,score_fuente_maximo,n_fuentes_anio_inconsistente,n_fuentes_pais_inconsistente,pct_conf_integrada_observada,flag_confianza_imputada,score_confiabilidad_base,origen_score_confiabilidad,conf_integrada_promedio,incluye_2018_2022,n_extract_units_spectral,n_spectral_rows,spectral_severity_order_max,spectral_alert_count_sum,pct_extract_units_sin_alerta,pct_extract_units_alerta_baja,pct_extract_units_alerta_media,pct_extract_units_alerta_alta,pct_extract_units_baja_disponibilidad,pct_extract_units_sin_datos,pct_extract_units_revision_espectral,s2yr_months_obs_median,s2yr_obs_total_median,s2yr_obs_mean_median,s2yr_cloudprob_median,s2yr_ndvi_mean,s2yr_ndvi_median,s2yr_ndvi8a_mean,s2yr_ndvi8a_median,s2yr_ndre_mean,s2yr_ndre_median,spectral_alert_level_max,score_espectral,n_registros_pais_clase,estado_pais_clase,tipo_conflicto,severidad_conflicto,score_prioridad_revision,score_espacial,flag_conflicto_activo,score_consistencia_clase,score_viabilidad_clase,flag_clase_residual,score_claridad_semantica,score_nivel_leyenda,score_tematico,score_confiabilidad,score_representatividad,score_fuente,score_aptitud_raw,score_cap,cap_reason,score_aptitud_total,categoria_aptitud_preliminar,categoria_uso_actividad_1_8,definicion_categoria_aptitud,accion_recomendada,razon_categoria_aptitud,id_nivel_0,nivel_0,id_nivel_1,nivel_1,id_nivel_2,nivel_2,Clase,GranClase,nombre_clase,nombre_gran_clase,class_value_original,class_name_original
SRC15_PAN_2021__XY__2d9cf8ba5899,-82.330635,8.439005,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,29.0,2.4166666666666665,5.0,0.8314976385566133,0.8353764801375096,0.8473530734620897,0.8524240895599751,0.6370680723083391,0.6362448979591836,sin_alerta,100.0,3680,suficiente,,,0.0,100.0,0,100.0,100.0,0,100.0,100.0,100.0,94.75,100.0,85.0,98.725,100.0,,98.725,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,40,Tierras Forestales,41,Bosque latifoliado y mixto,412,Latifoliado secundario húmedo,412,41,Latifoliado secundario húmedo,Bosque latifoliado y mixto,2,Bosque latifoliado mixto secundario
SRC15_PAN_2021__XY__2da573a9a19c,-82.184997,8.333211,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,28.0,2.333333333333333,3.0,0.8604036042387224,0.8741301059001514,0.8724314064553411,0.8852730281301711,0.6052897886833188,0.6270257931979001,sin_alerta,100.0,3680,suficiente,,,0.0,100.0,0,100.0,100.0,0,100.0,100.0,100.0,94.75,100.0,85.0,98.725,100.0,,98.725,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,40,Tierras Forestales,41,Bosque latifoliado y mixto,412,Latifoliado secundario húmedo,412,41,Latifoliado secundario húmedo,Bosque latifoliado y mixto,2,Bosque latifoliado mixto secundario
SRC15_PAN_2021__XY__2da91ad5a976,-81.973811,8.306653,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,2.0,3.25,0.6994429483936735,0.720918131359852,0.7222541155743359,0.7400624566249182,0.4816026783100487,0.4907561182652462,sin_alerta,100.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,96.125,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,444,Regeneración forestal,444,44,Regeneración forestal,Otros arbóreo en tierras no agrícola,9,Rastrojo y vegetación arbustiva
SRC15_PAN_2021__XY__2dabdaa81e1a,-82.020031,8.618554,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,1.5833333333333333,9.5,0.8010396174365279,0.7964123967771958,0.8147480357557735,0.8131895396813646,0.555456656905942,0.550523474086168,sin_alerta,100.0,3680,suficiente,,,0.0,100.0,0,100.0,100.0,0,100.0,100.0,100.0,94.75,100.0,85.0,98.725,100.0,,98.725,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,40,Tierras Forestales,41,Bosque latifoliado y mixto,412,Latifoliado secundario húmedo,412,41,Latifoliado secundario húmedo,Bosque latifoliado y mixto,2,Bosque latifoliado mixto secundario
SRC15_PAN_2021__XY__2dae6f74ba36,-81.926103,8.290939,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras húmedas y agua,Cuerpos de Agua,Cuerpos de Agua,Tierras húmedas y agua,Cuerpos de Agua,Cuerpos de Agua,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,2.333333333333333,10.0,0.5191665538848155,0.567529195418877,0.6015161495323482,0.6304649116250629,0.4852147209432396,0.4881568103471194,sin_alerta,100.0,367,moderado,,,0.0,100.0,0,100.0,80.0,0,100.0,100.0,94.0,94.75,85.0,85.0,96.025,100.0,,96.025,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,20,Tierras húmedas y agua,21,Cuerpos de Agua,210,Cuerpos de Agua,210,21,Cuerpos de Agua,Cuerpos de Agua,27,Superficie de agua
SRC15_PAN_2021__XY__2db31105f437,-82.39683,8.535984,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,2.5,5.0,0.6355485363311357,0.7108772003822744,0.6621240884883395,0.7333783272034038,0.4268805196359194,0.466177126073899,sin_alerta,100.0,4876,suficiente,,,0.0,100.0,0,100.0,100.0,0,100.0,100.0,100.0,94.75,100.0,85.0,98.725,100.0,,98.725,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,30,Tierras de Cultivo y Pastos,33,"Cultivos extensivos, Pastizales y matorrales",332,Pastizales naturales y cultivados,332,33,Pastizales naturales y cultivados,"Cultivos extensivos, Pastizales y matorrales",26,Pasto
SRC15_PAN_2021__XY__2db3f2879ef5,-82.36088,8.644626,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,2.583333333333333,6.0,0.7725192392110323,0.7920542809766766,0.7899806183872162,0.8055631783894913,0.5150700069426746,0.5274895120335614,sin_alerta,100.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,96.125,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,444,Regeneración forestal,444,44,Regeneración forestal,Otros arbóreo en tierras no agrícola,9,Rastrojo y vegetación arbustiva
SRC15_PAN_2021__XY__2db534c559a9,-82.288154,8.635834,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,2.1666666666666665,5.5,0.5864095846408971,0.6139759260896803,0.6211409411170431,0.6624194634896775,0.437459869530948,0.4729970806950541,sin_alerta,100.0,4876,suficiente,,,0.0,100.0,0,100.0,100.0,0,100.0,100.0,100.0,94.75,100.0,85.0,98.725,100.0,,98.725,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,30,Tierras de Cultivo y Pastos,33,"Cultivos extensivos, Pastizales y matorrales",332,Pastizales naturales y cultivados,332,33,Pastizales naturales y cultivados,"Cultivos extensivos, Pastizales y matorrales",26,Pasto
SRC15_PAN_2021__XY__2db5684e9cec,-82.294556,8.513731,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,1.75,10.0,0.6620059427027694,0.6299726373395074,0.6925779652428729,0.6636694088387219,0.4655489888188964,0.4561286001339584,sin_alerta,100.0,4876,suficiente,,,0.0,100.0,0,100.0,100.0,0,100.0,100.0,100.0,94.75,100.0,85.0,98.725,100.0,,98.725,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,30,Tierras de Cultivo y Pastos,33,"Cultivos extensivos, Pastizales y matorrales",332,Pastizales naturales y cultivados,332,33,Pastizales naturales y cultivados,"Cultivos extensivos, Pastizales y matorrales",26,Pasto
SRC15_PAN_2021__XY__2dbf21da4206,-82.316271,8.217497,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,2.333333333333333,3.0,0.7309196955408634,0.7768973272341155,0.7484029560827785,0.7899912595523257,0.48656903622303,0.5255150026230692,sin_alerta,100.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,96.125,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,444,Regeneración forestal,444,44,Regeneración forestal,Otros arbóreo en tierras no agrícola,9,Rastrojo y vegetación arbustiva
SRC15_PAN_2021__XY__2dc2b18ad3ad,-82.187937,8.552506,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,1.5833333333333333,3.0,0.6716348482386949,0.6864635967320668,0.6893295276123468,0.6989530084442575,0.4577858377643152,0.4630241559067535,sin_alerta,100.0,4876,suficiente,,,0.0,100.0,0,100.0,100.0,0,100.0,100.0,100.0,94.75,100.0,85.0,98.725,100.0,,98.725,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,30,Tierras de Cultivo y Pastos,33,"Cultivos extensivos, Pastizales y matorrales",332,Pastizales naturales y cultivados,332,33,Pastizales naturales y cultivados,"Cultivos extensivos, Pastizales y matorrales",26,Pasto
SRC15_PAN_2021__XY__2dd0be2fa093,-82.369505,8.515735,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,2.25,6.0,0.6982805767251609,0.7689848264919765,0.7230551357214406,0.7901459082983464,0.5184695432052244,0.5727057066099853,sin_alerta,100.0,4876,suficiente,,,0.0,100.0,0,100.0,100.0,0,100.0,100.0,100.0,94.75,100.0,85.0,98.725,100.0,,98.725,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,30,Tierras de Cultivo y Pastos,33,"Cultivos extensivos, Pastizales y matorrales",332,Pastizales naturales y cultivados,332,33,Pastizales naturales y cultivados,"Cultivos extensivos, Pastizales y matorrales",26,Pasto
SRC15_PAN_2021__XY__2dd1d75bb678,-81.911037,8.641438,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado maduro húmedo,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado maduro húmedo,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,2,2,0.0,0.0,100.0,0.0,100.0,0.0,100.0,1.0,1.0,0.0833333333333333,29.0,0.7201058201058201,0.7201058201058201,0.7219448094612352,0.7219448094612352,0.5131639722863741,0.5131639722863741,media,15.0,3680,suficiente,,,0.0,100.0,0,100.0,100.0,0,100.0,100.0,100.0,94.75,100.0,85.0,85.975,100.0,,85.975,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,40,Tierras Forestales,41,Bosque latifoliado y mixto,411,Latifoliado maduro húmedo,411,41,Latifoliado maduro húmedo,Bosque latifoliado y mixto,1,Bosque latifoliado mixto maduro
SRC15_PAN_2021__XY__2dd59bf01369,-82.157916,8.387552,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,1.75,2.75,0.7544090056473861,0.7908350287665595,0.7716553189794167,0.8055705718041843,0.5584613869190677,0.5842841077787564,sin_alerta,100.0,3680,suficiente,,,0.0,100.0,0,100.0,100.0,0,100.0,100.0,100.0,94.75,100.0,85.0,98.725,100.0,,98.725,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,40,Tierras Forestales,41,Bosque latifoliado y mixto,412,Latifoliado secundario húmedo,412,41,Latifoliado secundario húmedo,Bosque latifoliado y mixto,2,Bosque latifoliado mixto secundario
SRC15_PAN_2021__XY__2dd657a7279c,-82.039551,8.272571,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,2.333333333333333,4.25,0.7665703088420711,0.7768960018991659,0.7822457779702777,0.7963407331563008,0.5311725349485032,0.5566420991167615,sin_alerta,100.0,3680,suficiente,,,0.0,100.0,0,100.0,100.0,0,100.0,100.0,100.0,94.75,100.0,85.0,98.725,100.0,,98.725,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,40,Tierras Forestales,41,Bosque latifoliado y mixto,412,Latifoliado secundario húmedo,412,41,Latifoliado secundario húmedo,Bosque latifoliado y mixto,2,Bosque latifoliado mixto secundario
SRC15_PAN_2021__XY__2df4d7cd134b,-81.890034,8.401814,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,52.0,4.333333333333333,6.5,0.7537458366532108,0.8075580725769933,0.7646987497174351,0.8134724412250887,0.5397784664458297,0.5421770710989705,sin_alerta,100.0,4876,suficiente,,,0.0,100.0,0,100.0,100.0,0,100.0,100.0,100.0,94.75,100.0,85.0,98.725,100.0,,98.725,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,30,Tierras de Cultivo y Pastos,33,"Cultivos extensivos, Pastizales y matorrales",332,Pastizales naturales y cultivados,332,33,Pastizales naturales y cultivados,"Cultivos extensivos, Pastizales y matorrales",26,Pasto
SRC15_PAN_2021__XY__2df9fb5a9bef,-82.305162,8.289879,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,29.0,2.4166666666666665,4.0,0.865787314384896,0.8973774129434506,0.8796812993615566,0.9102609140986574,0.6654964898238548,0.6905945234271753,sin_alerta,100.0,3680,suficiente,,,0.0,100.0,0,100.0,100.0,0,100.0,100.0,100.0,94.75,100.0,85.0,98.725,100.0,,98.725,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,40,Tierras Forestales,41,Bosque latifoliado y mixto,412,Latifoliado secundario húmedo,412,41,Latifoliado secundario húmedo,Bosque latifoliado y mixto,2,Bosque latifoliado mixto secundario
