source_rowid,xy_group_id,lon,lat,anio,pais,id_fuente,fuente,tipo_fuente,detalle_tipo_fuente,id_origen,score_directitud,score_trazabilidad,score_consistencia_temporal_fuente,score_fuente_base,flag_anio_fuente_informado,flag_anio_fuente_consistente,flag_nombre_fuente_inconsistente,flag_tipo_fuente_inconsistente,flag_pais_fuente_inconsistente,nivel_0,nivel_1,nivel_2,conf_integrada,conf_integrada_score_observado,conf_integrada_observada,score_temporal_registro,estado_registro_scoring,geometry
11,SRC15_PAN_2021__XY__002733c8d152,-82.351513,8.565534,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__002733c8d152,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.35151255529011 8.56553397910744)
12,SRC15_PAN_2021__XY__002fdd202980,-82.448429,8.366247,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__002fdd202980,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Manglares,Manglares,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.44842915155043 8.366246502258146)
13,SRC15_PAN_2021__XY__003157b68fa4,-82.285008,8.373594,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__003157b68fa4,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.2850083202567 8.37359388170997)
14,SRC15_PAN_2021__XY__003d20fc90ea,-82.346193,8.34174,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__003d20fc90ea,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Manglares,Manglares,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.3461933076307 8.34173964624168)
15,SRC15_PAN_2021__XY__003da952fd4f,-81.960941,8.609662,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__003da952fd4f,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado maduro húmedo,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-81.96094093304765 8.609661991911432)
16,SRC15_PAN_2021__XY__003ded4b955d,-82.308067,8.479775,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__003ded4b955d,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.30806683879662 8.479774523268032)
17,SRC15_PAN_2021__XY__003e88b10d18,-82.203779,8.534371,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__003e88b10d18,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.20377920657955 8.53437061214655)
18,SRC15_PAN_2021__XY__004651345b45,-81.93741,8.272824,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__004651345b45,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Manglares,Manglares,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-81.93740979447327 8.272824015176464)
19,SRC15_PAN_2021__XY__0049d786241a,-82.39711,8.612846,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__0049d786241a,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,84.75,0.0,0,100.0,datos_para_validacion,POINT (-82.39711031812568 8.61284598575033)
20,SRC15_PAN_2021__XY__0056a882200d,-82.012285,8.261336,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__0056a882200d,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.01228510933825 8.261336313301866)
21,SRC15_PAN_2021__XY__005d55719b1d,-82.062851,8.494085,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__005d55719b1d,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,84.75,0.0,0,100.0,datos_para_validacion,POINT (-82.06285071789604 8.494085267480317)
22,SRC15_PAN_2021__XY__0062b1d3c76a,-82.014799,8.356292,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__0062b1d3c76a,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.01479885732753 8.356292450951734)
23,SRC15_PAN_2021__XY__006533943e22,-82.315219,8.579224,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__006533943e22,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.31521933205458 8.57922371934531)
24,SRC15_PAN_2021__XY__0068232d9ec7,-82.069132,8.299625,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__0068232d9ec7,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.06913158779373 8.29962512034419)
25,SRC15_PAN_2021__XY__006cfff07282,-82.175695,8.258629,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__006cfff07282,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.17569464990531 8.258628771245164)
26,SRC15_PAN_2021__XY__006d51e26a18,-82.433284,8.5675,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__006d51e26a18,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,84.75,0.0,0,100.0,datos_para_validacion,POINT (-82.43328363756221 8.567499967301467)
27,SRC15_PAN_2021__XY__00710858a148,-82.200859,8.32412,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00710858a148,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.20085900333233 8.324119513315596)
28,SRC15_PAN_2021__XY__00723cbf2013,-82.137326,8.33335,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00723cbf2013,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.13732586133902 8.333350156695369)
29,SRC15_PAN_2021__XY__007e60cf6323,-82.171695,8.439512,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__007e60cf6323,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.17169468672044 8.439511986336058)
30,SRC15_PAN_2021__XY__00816e8dd4be,-82.47141,8.440762,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00816e8dd4be,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.4714098497163 8.44076225252475)
31,SRC15_PAN_2021__XY__00868ce41f18,-82.434727,8.34369,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00868ce41f18,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras húmedas y agua,Cuerpos de Agua,Cuerpos de Agua,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.4347267275487 8.343689815695427)
32,SRC15_PAN_2021__XY__0086baedf968,-82.478689,8.562808,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__0086baedf968,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.47868883292244 8.562807638485852)
33,SRC15_PAN_2021__XY__00880fc52e80,-82.336755,8.235516,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00880fc52e80,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,84.75,0.0,0,100.0,datos_para_validacion,POINT (-82.33675471997672 8.235515740188369)
34,SRC15_PAN_2021__XY__008a909b66c8,-82.246372,8.360153,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__008a909b66c8,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.2463721859649 8.360152690239248)
35,SRC15_PAN_2021__XY__00acdd9c5067,-82.274222,8.545449,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00acdd9c5067,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.27422205878467 8.545449494313985)
36,SRC15_PAN_2021__XY__00acf002cbc1,-82.376277,8.504408,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00acf002cbc1,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.37627723173982 8.50440765819311)
37,SRC15_PAN_2021__XY__00b192df7271,-82.085472,8.46237,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00b192df7271,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.0854722610441 8.462369680426221)
38,SRC15_PAN_2021__XY__00b632d0440d,-82.266283,8.19731,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00b632d0440d,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Manglares,Manglares,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.26628293044502 8.197310090578057)
39,SRC15_PAN_2021__XY__00b64a53cd1a,-82.085606,8.509849,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00b64a53cd1a,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.0856056148844 8.509849113202609)
40,SRC15_PAN_2021__XY__00be71290d60,-81.983083,8.383505,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00be71290d60,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,84.75,0.0,0,100.0,datos_para_validacion,POINT (-81.98308288691825 8.3835048074658)
41,SRC15_PAN_2021__XY__00c56356214f,-82.078566,8.428475,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00c56356214f,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.078565543738 8.428474504587147)
42,SRC15_PAN_2021__XY__00c949bbf2ef,-81.900959,8.214119,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00c949bbf2ef,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-81.90095895982607 8.214119455616625)
43,SRC15_PAN_2021__XY__00d16141cb78,-82.08114,8.536993,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00d16141cb78,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.08113959996274 8.536992859233779)
44,SRC15_PAN_2021__XY__00d784d99163,-82.335137,8.427686,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00d784d99163,85.0,85.0,100.0,85.0,1,1,0,0,0,Artificializado y otra tierras,Urbano,Urbano,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.33513683645144 8.427685675162746)
45,SRC15_PAN_2021__XY__00dd58313749,-82.066892,8.310936,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00dd58313749,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.06689220778405 8.310936004562336)
46,SRC15_PAN_2021__XY__00dd81000a57,-81.91014,8.259321,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00dd81000a57,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Manglares,Manglares,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-81.91014040123818 8.25932053570722)
47,SRC15_PAN_2021__XY__00edc33385a0,-82.124633,8.652175,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00edc33385a0,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado maduro húmedo,94.75,0.0,0,100.0,referencia_contextual_revision,POINT (-82.12463349614957 8.652175143870235)
48,SRC15_PAN_2021__XY__00fbde4d7ee2,-81.922222,8.569058,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__00fbde4d7ee2,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-81.92222178224966 8.56905808203503)
49,SRC15_PAN_2021__XY__0100c777dd64,-82.110982,8.645432,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__0100c777dd64,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado maduro húmedo,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.11098196943674 8.64543230141541)
50,SRC15_PAN_2021__XY__010237ecda78,-82.053466,8.383323,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__010237ecda78,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.05346622703811 8.383323173922292)
51,SRC15_PAN_2021__XY__01027e245f8e,-82.103421,8.385448,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__01027e245f8e,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.10342108562222 8.385447583365233)
52,SRC15_PAN_2021__XY__010442b3c2f5,-82.318977,8.348613,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__010442b3c2f5,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Manglares,Manglares,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.31897687543916 8.348613441831143)
53,SRC15_PAN_2021__XY__010e97d1ac26,-82.139806,8.405692,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__010e97d1ac26,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Otros arbóreo en tierras no agrícola,Plantaciones forestales,84.75,0.0,0,100.0,datos_para_validacion,POINT (-82.13980628227583 8.40569234848781)
54,SRC15_PAN_2021__XY__01142e5fc4df,-82.42611,8.470318,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__01142e5fc4df,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.42610999500461 8.470318315825102)
55,SRC15_PAN_2021__XY__0116c536a416,-82.071481,8.329011,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__0116c536a416,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras de Cultivo y Pastos,"Cultivos extensivos, Pastizales y matorrales",Pastizales naturales y cultivados,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.07148130437827 8.329011445771107)
56,SRC15_PAN_2021__XY__0121529399dc,-82.141521,8.213509,2021,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,SRC15_PAN_2021__XY__0121529399dc,85.0,85.0,100.0,85.0,1,1,0,0,0,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado secundario húmedo,94.75,0.0,0,100.0,datos_para_entrenamiento,POINT (-82.14152098950511 8.213509085687578)
