id_registro,id_muestra_original,Fuente,id_fuente,Pais_es,Pais_cod3,Año,Longitud,Latitud,Clase,GranClase,nombre_clase,nombre_gran_clase,revision_nulos_tematicos,motivo_revision,id_nivel_0,nivel_0,id_nivel_1,nivel_1,id_nivel_2,nivel_2,homologacion_tipo_equivalencia,homologacion_confianza,homologacion_requiere_revision,homologacion_nota,homologacion_encontrada,xy_group_id,xy_year_group_id,xy_class_group_id
SRC10_0000011,614,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.531796,10.172496,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__c72c11ba507f,SRC10_CRI_2021_A1__XYY__d32d3c1c4113,SRC10_CRI_2021_A1__XYC__1e79990febf2
SRC10_0000012,615,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.551978,10.172701,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__d3df4a1d4fbd,SRC10_CRI_2021_A1__XYY__725e418a0f2a,SRC10_CRI_2021_A1__XYC__90d93a8a58d7
SRC10_0000013,616,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.551866,10.175208,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__b11da0fb9af0,SRC10_CRI_2021_A1__XYY__8ad1fe8203ad,SRC10_CRI_2021_A1__XYC__15fed732df63
SRC10_0000014,617,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.552423,10.174317,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__769c230eb8c0,SRC10_CRI_2021_A1__XYY__2f9c91b4af1e,SRC10_CRI_2021_A1__XYC__654df1e775af
SRC10_0000015,618,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.552588,10.174989,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__dff8c021814f,SRC10_CRI_2021_A1__XYY__03cf86c0a3ff,SRC10_CRI_2021_A1__XYC__87c36291295b
SRC10_0000016,619,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.52091,10.17587,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__42009480af6f,SRC10_CRI_2021_A1__XYY__9b39aa6ab885,SRC10_CRI_2021_A1__XYC__3a1ca40487bb
SRC10_0000017,620,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.52149,10.176044,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__5002278e2f3a,SRC10_CRI_2021_A1__XYY__4dbd134fe7b2,SRC10_CRI_2021_A1__XYC__e902a4d5cecd
SRC10_0000018,621,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.552418,10.17598,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__3a1f4b1cf491,SRC10_CRI_2021_A1__XYY__057691835c74,SRC10_CRI_2021_A1__XYC__4685cb2a8ba1
SRC10_0000019,622,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.622588,10.175641,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__d7aef29e5240,SRC10_CRI_2021_A1__XYY__a35b417a47d4,SRC10_CRI_2021_A1__XYC__81480c2e6656
SRC10_0000020,623,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.529135,10.177436,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__737c5a4f50e9,SRC10_CRI_2021_A1__XYY__35d2733f5db3,SRC10_CRI_2021_A1__XYC__fdd165a26873
SRC10_0000021,624,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.529577,10.17809,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__09900f672aab,SRC10_CRI_2021_A1__XYY__594e69be3f6b,SRC10_CRI_2021_A1__XYC__318fcb0a32bc
SRC10_0000022,625,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.514382,10.178163,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__ed98e05eed61,SRC10_CRI_2021_A1__XYY__a54c51ea37a6,SRC10_CRI_2021_A1__XYC__3914d61754b5
SRC10_0000023,626,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.661193,10.177383,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__e2056b11b6b7,SRC10_CRI_2021_A1__XYY__99893434e386,SRC10_CRI_2021_A1__XYC__bec3a4ad5876
SRC10_0000024,627,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.548489,10.180809,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__5f510692bec1,SRC10_CRI_2021_A1__XYY__bf955a1b54e6,SRC10_CRI_2021_A1__XYC__325ac2005136
SRC10_0000025,628,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.52562,10.190219,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__0b8ff78bd14e,SRC10_CRI_2021_A1__XYY__397c12d68eb5,SRC10_CRI_2021_A1__XYC__67a5491274db
SRC10_0000026,629,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.506597,10.198259,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__265eb878d152,SRC10_CRI_2021_A1__XYY__c23705691ca2,SRC10_CRI_2021_A1__XYC__ffcb42afe47d
SRC10_0000027,630,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.527636,10.190599,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__f82b573a4dff,SRC10_CRI_2021_A1__XYY__7a0ca9acc59e,SRC10_CRI_2021_A1__XYC__10f3e07bd97b
SRC10_0000028,631,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.708736,10.194491,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__91666b01e8e5,SRC10_CRI_2021_A1__XYY__d774ef775d11,SRC10_CRI_2021_A1__XYC__0d9ea724e0fd
SRC10_0000029,632,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.502632,10.200366,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__a41de18bad9b,SRC10_CRI_2021_A1__XYY__ba9da31cd8b4,SRC10_CRI_2021_A1__XYC__bf8c0e6f3545
SRC10_0000030,633,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.595724,10.204875,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__76b1b779b60c,SRC10_CRI_2021_A1__XYY__1df9e03d709f,SRC10_CRI_2021_A1__XYC__3f08c6e562c7
SRC10_0000031,634,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.506926,10.201178,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__ffcdb0b9a075,SRC10_CRI_2021_A1__XYY__50fa8baaaa2a,SRC10_CRI_2021_A1__XYC__8c99bce19683
SRC10_0000032,635,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.593942,10.200935,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__a1ad6ab0fbf9,SRC10_CRI_2021_A1__XYY__542d213e9c52,SRC10_CRI_2021_A1__XYC__6845cc42c97f
SRC10_0000033,636,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.506528,10.20165,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__8f0ea9f23691,SRC10_CRI_2021_A1__XYY__a3b1c8aea3e3,SRC10_CRI_2021_A1__XYC__162924681f97
SRC10_0000034,637,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.680965,10.202102,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__ffc157e012b5,SRC10_CRI_2021_A1__XYY__0ef20a31e231,SRC10_CRI_2021_A1__XYC__dfb25c1ea30a
SRC10_0000035,638,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.68615,10.203522,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__68e347cb8e87,SRC10_CRI_2021_A1__XYY__bd7750b6e1f7,SRC10_CRI_2021_A1__XYC__0993060b2da5
SRC10_0000036,639,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.693935,10.202935,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__03cc56acece1,SRC10_CRI_2021_A1__XYY__3e85b726e2b0,SRC10_CRI_2021_A1__XYC__85494d535683
SRC10_0000037,640,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.693918,10.202843,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__118de6f395ba,SRC10_CRI_2021_A1__XYY__2bd8a9c89d17,SRC10_CRI_2021_A1__XYC__84c91a4af39c
SRC10_0000038,641,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.591952,10.204178,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__52a6b54ee277,SRC10_CRI_2021_A1__XYY__345d5f8383de,SRC10_CRI_2021_A1__XYC__a5774df6770f
SRC10_0000039,642,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.685276,10.204233,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__37d0a45c7600,SRC10_CRI_2021_A1__XYY__69f97548a023,SRC10_CRI_2021_A1__XYC__8a3354ef2e85
SRC10_0000040,643,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.555972,10.205281,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__0ca4912fd28e,SRC10_CRI_2021_A1__XYY__49d8f426a9f3,SRC10_CRI_2021_A1__XYC__018c5cbd77f2
SRC10_0000041,644,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.506712,10.205726,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__47190c5146b5,SRC10_CRI_2021_A1__XYY__ca42a5b4beea,SRC10_CRI_2021_A1__XYC__6c2a6dfb7bbe
SRC10_0000042,645,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.506686,10.205844,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__de533234d2b6,SRC10_CRI_2021_A1__XYY__626fae757de5,SRC10_CRI_2021_A1__XYC__f05eb41232f3
SRC10_0000043,646,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.555869,10.205388,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__1eebe0bb6310,SRC10_CRI_2021_A1__XYY__e1440bd9fb46,SRC10_CRI_2021_A1__XYC__0ae74fb4eaa8
SRC10_0000044,647,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.500662,10.205889,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__6d5465dea42d,SRC10_CRI_2021_A1__XYY__76337d0451ba,SRC10_CRI_2021_A1__XYC__476529d89561
SRC10_0000045,648,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.500377,10.206097,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__103f4f3995fc,SRC10_CRI_2021_A1__XYY__92705837a9ca,SRC10_CRI_2021_A1__XYC__ff5f9245dc49
SRC10_0000046,649,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.50679,10.206211,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__973ad03e0943,SRC10_CRI_2021_A1__XYY__e54149f48d64,SRC10_CRI_2021_A1__XYC__458e927697f8
SRC10_0000047,650,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.746958,10.205094,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__f8ce19210b81,SRC10_CRI_2021_A1__XYY__6f2557cf526e,SRC10_CRI_2021_A1__XYC__cefca95edb6f
SRC10_0000048,651,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.506824,10.206339,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__052812f364ff,SRC10_CRI_2021_A1__XYY__84ad6e01edd8,SRC10_CRI_2021_A1__XYC__0fb6b1ca86b9
SRC10_0000049,652,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.717355,10.205498,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__f7f237273f05,SRC10_CRI_2021_A1__XYY__82632ff4656e,SRC10_CRI_2021_A1__XYC__2edcd0c22973
SRC10_0000050,653,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.500735,10.206961,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__bed140889679,SRC10_CRI_2021_A1__XYY__38692862226a,SRC10_CRI_2021_A1__XYC__48ab81a4f626
SRC10_0000051,654,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.500907,10.207126,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__5bca7716bf32,SRC10_CRI_2021_A1__XYY__7a91f1c40fa8,SRC10_CRI_2021_A1__XYC__e88ac7ee6f05
SRC10_0000052,655,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.506889,10.20728,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__2e3f50e2983b,SRC10_CRI_2021_A1__XYY__357e4541cc86,SRC10_CRI_2021_A1__XYC__35f7701ace08
SRC10_0000053,656,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.702528,10.206514,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__cdcd9057c774,SRC10_CRI_2021_A1__XYY__52a7c75c9303,SRC10_CRI_2021_A1__XYC__a303e4a5b647
SRC10_0000054,657,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.506988,10.207589,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__4e892dba0895,SRC10_CRI_2021_A1__XYY__35d15ba08f9d,SRC10_CRI_2021_A1__XYC__201496a68c91
SRC10_0000055,658,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.507703,10.207874,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__6ff6cb33d992,SRC10_CRI_2021_A1__XYY__1545cee72185,SRC10_CRI_2021_A1__XYC__77662315ffbb
SRC10_0000056,659,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.594487,10.207905,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__e64af9932270,SRC10_CRI_2021_A1__XYY__887846d7f87d,SRC10_CRI_2021_A1__XYC__fc49a2715021
SRC10_0000057,660,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.50803,10.208119,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__85f2f02ec296,SRC10_CRI_2021_A1__XYY__1bcc63cff9b0,SRC10_CRI_2021_A1__XYC__5688dfd95c3b
SRC10_0000058,661,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.70236,10.2078,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__e3ec97dacaa9,SRC10_CRI_2021_A1__XYY__56269b2c6040,SRC10_CRI_2021_A1__XYC__2a30984e6678
SRC10_0000059,662,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.502769,10.208482,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__a9df603c7ad4,SRC10_CRI_2021_A1__XYY__bc76fbc4cb25,SRC10_CRI_2021_A1__XYC__7c13570dd13c
SRC10_0000060,663,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,Costa Rica,CRI,2021,-85.500891,10.208726,16,16,Edificaciones,Edificaciones,0,,10,Artificializado y otra tierras,11,Urbano,110,Urbano,semantica_directa,alta,0,,1,SRC10_CRI_2021_A1__XY__c02ebd81aeca,SRC10_CRI_2021_A1__XYY__38820742903a,SRC10_CRI_2021_A1__XYC__a6fddf8a6ed8
