xy_class_group_id,xy_group_id,xy_year_group_id,lon,lat,year_ref,class_code,class_group_code,class_name,class_group_name,records,country,country_code,source,source_id
SRC10_CRI_2021_A1__XYC__00be237ec88d,SRC10_CRI_2021_A1__XY__a278a1e5ffa1,SRC10_CRI_2021_A1__XYY__56390f23ce01,-85.294786,10.222204,2021,315,31,Otros cultivos intensivos no arbóreos,Cultivos intensivos No-Arbóreos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00c6289ffb19,SRC10_CRI_2021_A1__XY__86bd7b7b6eac,SRC10_CRI_2021_A1__XYY__6ceeea5d94e6,-85.405972,10.179847,2021,414,41,Bosque seco o deciduo,Bosque latifoliado y mixto,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00cb00796d34,SRC10_CRI_2021_A1__XY__a4ea927088cd,SRC10_CRI_2021_A1__XYY__34be725a09a4,-85.54732,10.519121,2021,315,31,Otros cultivos intensivos no arbóreos,Cultivos intensivos No-Arbóreos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00d18d8231c7,SRC10_CRI_2021_A1__XY__55d4cd1138ae,SRC10_CRI_2021_A1__XYY__1ddb1870a815,-85.225721,10.368483,2021,315,31,Otros cultivos intensivos no arbóreos,Cultivos intensivos No-Arbóreos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00d2d18300eb,SRC10_CRI_2021_A1__XY__96c154651f01,SRC10_CRI_2021_A1__XYY__1c4bc7390631,-85.571808,10.495677,2021,110,11,Urbano,Urbano,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00d5e582ae46,SRC10_CRI_2021_A1__XY__5f1de65d6844,SRC10_CRI_2021_A1__XYY__48af1247f93f,-85.774269,10.355573,2021,110,11,Urbano,Urbano,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00d90d731c49,SRC10_CRI_2021_A1__XY__a9395ab68549,SRC10_CRI_2021_A1__XYY__31d9332d3114,-85.533669,10.318899,2021,332,33,Pastizales naturales y cultivados,"Cultivos extensivos, Pastizales y matorrales",1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00db8162c870,SRC10_CRI_2021_A1__XY__0c9b62d5e40b,SRC10_CRI_2021_A1__XYY__caf19e6bfeda,-85.705249,10.437478,2021,332,33,Pastizales naturales y cultivados,"Cultivos extensivos, Pastizales y matorrales",1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00dce8d360b7,SRC10_CRI_2021_A1__XY__01d3721849c1,SRC10_CRI_2021_A1__XYY__4f863a139b24,-85.784819,10.314981,2021,110,11,Urbano,Urbano,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00e5ed7ae97a,SRC10_CRI_2021_A1__XY__82bb4261001a,SRC10_CRI_2021_A1__XYY__09269b986593,-85.202978,10.49286,2021,315,31,Otros cultivos intensivos no arbóreos,Cultivos intensivos No-Arbóreos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00ea59855641,SRC10_CRI_2021_A1__XY__4c7c943d66ef,SRC10_CRI_2021_A1__XYY__db25fe7b0e49,-85.5191,10.361198,2021,315,31,Otros cultivos intensivos no arbóreos,Cultivos intensivos No-Arbóreos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00eac33bb718,SRC10_CRI_2021_A1__XY__7afef178e0b9,SRC10_CRI_2021_A1__XYY__94a2ad3dd03b,-85.635861,10.492041,2021,110,11,Urbano,Urbano,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00ec3e582c26,SRC10_CRI_2021_A1__XY__d990532e6a4c,SRC10_CRI_2021_A1__XYY__0119e8154c50,-85.563621,10.4008,2021,315,31,Otros cultivos intensivos no arbóreos,Cultivos intensivos No-Arbóreos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00ec710f7112,SRC10_CRI_2021_A1__XY__456438850c75,SRC10_CRI_2021_A1__XYY__918d31ae6eba,-85.25005,10.112568,2021,430,43,Manglares,Manglares,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00f23d3fe2f0,SRC10_CRI_2021_A1__XY__4407585719a4,SRC10_CRI_2021_A1__XYY__700526a4e477,-85.691344,10.205909,2021,412,41,Latifoliado secundario húmedo,Bosque latifoliado y mixto,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00f348530ece,SRC10_CRI_2021_A1__XY__e5b1c0589480,SRC10_CRI_2021_A1__XYY__9c2c2827fba7,-85.570274,10.464714,2021,315,31,Otros cultivos intensivos no arbóreos,Cultivos intensivos No-Arbóreos,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
SRC10_CRI_2021_A1__XYC__00f8c8de8019,SRC10_CRI_2021_A1__XY__09e905bcee93,SRC10_CRI_2021_A1__XYY__651e913f2628,-85.79173,10.394586,2021,110,11,Urbano,Urbano,1,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10
