xy_class_group_id,xy_group_id,xy_year_group_id,lon,lat,year_ref,class_code,class_group_code,class_name,class_group_name,records,country,country_code,source,source_id
SRC15_PAN_2021__XYC__0038e170173e,SRC15_PAN_2021__XY__0d7be1a64ada,SRC15_PAN_2021__XYY__e6a7eb968797,-82.419977,8.653454,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00491317c482,SRC15_PAN_2021__XY__e2035d258bb8,SRC15_PAN_2021__XYY__1009128e058d,-82.110155,8.358297,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__004a7cf59f42,SRC15_PAN_2021__XY__03eaf6abaa76,SRC15_PAN_2021__XYY__03ecbeb4b409,-82.303283,8.407446,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__0050ea0057e6,SRC15_PAN_2021__XY__1a2a6038001d,SRC15_PAN_2021__XYY__37ab7b7a4cf0,-82.150657,8.233831,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__005bee23c50e,SRC15_PAN_2021__XY__cc0218d41586,SRC15_PAN_2021__XYY__8199746e0041,-82.03558,8.487376,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__006f0ad8f41a,SRC15_PAN_2021__XY__050d7e5caa83,SRC15_PAN_2021__XYY__605cefae58d4,-82.317012,8.439051,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00706be8b787,SRC15_PAN_2021__XY__937f93a75a27,SRC15_PAN_2021__XYY__8956ff24cf77,-81.980565,8.284026,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__007a249ce831,SRC15_PAN_2021__XY__a469cb9fe34e,SRC15_PAN_2021__XYY__dcfaf43af90a,-81.894742,8.474158,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00866df76507,SRC15_PAN_2021__XY__1d8faa9d2125,SRC15_PAN_2021__XYY__efab4a459fbe,-82.044799,8.537092,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00883fc42c17,SRC15_PAN_2021__XY__895f96f2dc19,SRC15_PAN_2021__XYY__a9673e9da122,-82.382369,8.300922,2021,3,1,Bosque de mangle,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00892b6ae28a,SRC15_PAN_2021__XY__fe87b4def3b9,SRC15_PAN_2021__XYY__613f9d9a199f,-82.180695,8.412354,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__008a5e18bc6d,SRC15_PAN_2021__XY__5d26a96b6343,SRC15_PAN_2021__XYY__7d9a352424bd,-82.285247,8.445939,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__008b78447124,SRC15_PAN_2021__XY__e817e35e1553,SRC15_PAN_2021__XYY__c437f747416d,-82.173788,8.380723,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__008dc9155d9d,SRC15_PAN_2021__XY__76af53b938e3,SRC15_PAN_2021__XYY__871747ccb287,-82.392304,8.540522,2021,28,6,Área poblada,Urbano e infraestructura,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__009248377efe,SRC15_PAN_2021__XY__3b8f7b73df49,SRC15_PAN_2021__XYY__6fe2319b94d2,-82.089982,8.451052,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00a21c9e6e68,SRC15_PAN_2021__XY__57d18ba5513c,SRC15_PAN_2021__XYY__b38c1cf5a7d3,-82.355102,8.291973,2021,3,1,Bosque de mangle,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00a7b60f8f97,SRC15_PAN_2021__XY__11b160cb7a9b,SRC15_PAN_2021__XYY__d6cd14218530,-82.400502,8.294077,2021,3,1,Bosque de mangle,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00ac066a1d8f,SRC15_PAN_2021__XY__8653cd777ffd,SRC15_PAN_2021__XYY__92566a5066fd,-82.430344,8.386658,2021,28,6,Área poblada,Urbano e infraestructura,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00b2b377ac79,SRC15_PAN_2021__XY__ab305ed96a3d,SRC15_PAN_2021__XYY__4e384ce3602c,-81.976711,8.557619,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00b91660128d,SRC15_PAN_2021__XY__6c351ce04485,SRC15_PAN_2021__XYY__eb869842b979,-82.369553,8.529299,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00be0bb69990,SRC15_PAN_2021__XY__c4f51433c36a,SRC15_PAN_2021__XYY__4e7ab11c597e,-82.244347,8.437027,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00c0732b1b21,SRC15_PAN_2021__XY__09cd716fb2d6,SRC15_PAN_2021__XYY__61e8e41bcbab,-82.26061,8.550016,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00c9c72a1f27,SRC15_PAN_2021__XY__20aa0982d066,SRC15_PAN_2021__XYY__e9297243095f,-82.348909,8.470593,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00d13f8074e9,SRC15_PAN_2021__XY__364125833769,SRC15_PAN_2021__XYY__e9e1b417de74,-81.931308,8.569036,2021,10,1,Vegetación herbácea,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00da19b72a22,SRC15_PAN_2021__XY__81332e805464,SRC15_PAN_2021__XYY__8c6f225d4de9,-82.115307,8.57081,2021,10,1,Vegetación herbácea,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00e6f7706ed0,SRC15_PAN_2021__XY__73dcbaff1d5f,SRC15_PAN_2021__XYY__3df2a939d464,-82.419842,8.617284,2021,28,6,Área poblada,Urbano e infraestructura,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__00f853e4123f,SRC15_PAN_2021__XY__6262aeb825a2,SRC15_PAN_2021__XYY__6c060fe0e80c,-81.981196,8.534998,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__0101566eb43b,SRC15_PAN_2021__XY__705e607de6d9,SRC15_PAN_2021__XYY__cc1e80e60f07,-81.967319,8.435548,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01063021f236,SRC15_PAN_2021__XY__2515f17fa158,SRC15_PAN_2021__XYY__eacc7c78ac5f,-82.203198,8.346721,2021,9,1,Rastrojo y vegetación arbustiva,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__0109804b8500,SRC15_PAN_2021__XY__a33e88c776c2,SRC15_PAN_2021__XYY__50319c45b04e,-82.235265,8.437056,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__010f858bfaf1,SRC15_PAN_2021__XY__d7a6b358316c,SRC15_PAN_2021__XYY__49c186cb5d01,-82.157663,8.301639,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01143ad4f8af,SRC15_PAN_2021__XY__055bccb46b79,SRC15_PAN_2021__XYY__44e7f2ffc650,-82.073764,8.333527,2021,8,1,Bosque plantado de latifoliadas,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01149036c8ba,SRC15_PAN_2021__XY__4a8ad940d264,SRC15_PAN_2021__XYY__ee74fdc9fae9,-82.412126,8.370899,2021,3,1,Bosque de mangle,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01151427776e,SRC15_PAN_2021__XY__4e38a76a9a1a,SRC15_PAN_2021__XYY__c97bdfc4fc08,-82.294314,8.441387,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__0119691d0772,SRC15_PAN_2021__XY__aa5cb577638d,SRC15_PAN_2021__XYY__1e829c990b2b,-82.171886,8.502816,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__011c047b7606,SRC15_PAN_2021__XY__f26bde7e7343,SRC15_PAN_2021__XYY__415ee1fc68ee,-82.108356,8.52335,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__011d06ecec3d,SRC15_PAN_2021__XY__7c23bf1d96c7,SRC15_PAN_2021__XYY__2199cdc171ca,-82.496541,8.481358,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__011dd156bfa4,SRC15_PAN_2021__XY__f7bd41f814ee,SRC15_PAN_2021__XYY__ebc859a29978,-82.017555,8.541687,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__011e8139d404,SRC15_PAN_2021__XY__03f283bb6327,SRC15_PAN_2021__XYY__cbd8b3c30f8f,-82.076445,8.482743,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__012f5dfad96e,SRC15_PAN_2021__XY__1e7377defe6a,SRC15_PAN_2021__XYY__a05af7937ddc,-82.460314,8.508623,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__013a87c0a532,SRC15_PAN_2021__XY__106ebb2e276e,SRC15_PAN_2021__XYY__3848e3042cf9,-82.357465,8.319094,2021,3,1,Bosque de mangle,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__0141a9c5ccc6,SRC15_PAN_2021__XY__c3dfe25a1df5,SRC15_PAN_2021__XYY__16baddb08373,-82.06496,8.435295,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__0145a97ac3ca,SRC15_PAN_2021__XY__ebe3d1c8ab3f,SRC15_PAN_2021__XYY__966043422d0d,-82.271351,8.362334,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__014833bc105e,SRC15_PAN_2021__XY__c8a335a02bdd,SRC15_PAN_2021__XYY__e397f220f1e8,-82.019013,8.229665,2021,3,1,Bosque de mangle,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__014a3bf2f49f,SRC15_PAN_2021__XY__91d3c71b19f5,SRC15_PAN_2021__XYY__03b024dd05f9,-81.935311,8.345183,2021,9,1,Rastrojo y vegetación arbustiva,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__014b9990d7e1,SRC15_PAN_2021__XY__9e2427903b95,SRC15_PAN_2021__XYY__e7e5150b2770,-82.480397,8.415862,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__014c184c8559,SRC15_PAN_2021__XY__82321d1eb0dd,SRC15_PAN_2021__XYY__cfa88a6e7b61,-82.1245,8.606958,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__015710a6af5c,SRC15_PAN_2021__XY__2826ef34757f,SRC15_PAN_2021__XYY__d9f664b779a6,-82.198893,8.423604,2021,9,1,Rastrojo y vegetación arbustiva,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__015e5e9e6a2d,SRC15_PAN_2021__XY__d1ff5f6ce2fb,SRC15_PAN_2021__XYY__429c7a428f26,-82.215286,8.581812,2021,9,1,Rastrojo y vegetación arbustiva,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__016068429478,SRC15_PAN_2021__XY__6dcc0a175df3,SRC15_PAN_2021__XYY__06f4d16209a3,-82.069421,8.40589,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01607043e813,SRC15_PAN_2021__XY__cb0912e4f0c5,SRC15_PAN_2021__XYY__5531c243b835,-82.030894,8.433125,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__016201321916,SRC15_PAN_2021__XY__3318c07f2d4c,SRC15_PAN_2021__XYY__0b0e2750ef41,-81.932711,8.205003,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__016b3fe3f193,SRC15_PAN_2021__XY__bf01ba6dd4e8,SRC15_PAN_2021__XYY__49f1221525e2,-82.269029,8.346516,2021,3,1,Bosque de mangle,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__016c0bafe541,SRC15_PAN_2021__XY__a1ceae6a6441,SRC15_PAN_2021__XYY__2af376638869,-82.198651,8.344474,2021,27,4,Superficie de agua,Agua y acuicultura,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__016e5c9c2fe5,SRC15_PAN_2021__XY__95dac300b323,SRC15_PAN_2021__XYY__56d9c8867450,-82.418724,8.312098,2021,3,1,Bosque de mangle,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__017986f8e4fd,SRC15_PAN_2021__XY__981e30cc92f4,SRC15_PAN_2021__XYY__c33ba281e58e,-82.226083,8.405433,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__017f41d19703,SRC15_PAN_2021__XY__9ea37e0ecec1,SRC15_PAN_2021__XYY__4f77152c10d4,-82.374192,8.556411,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01876d47e078,SRC15_PAN_2021__XY__7e908efe5b2d,SRC15_PAN_2021__XYY__cd61931b1d46,-82.359696,8.307782,2021,3,1,Bosque de mangle,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__018fc84b2350,SRC15_PAN_2021__XY__f810ef91de82,SRC15_PAN_2021__XYY__ae26235f246c,-82.341653,8.341755,2021,3,1,Bosque de mangle,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__019605f08e03,SRC15_PAN_2021__XY__d061a63fb469,SRC15_PAN_2021__XYY__d19b0fbc82ed,-82.271638,8.450505,2021,23,2,Piña,Cultivos,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01a6cc7b031f,SRC15_PAN_2021__XY__389c1f756065,SRC15_PAN_2021__XYY__f3db6524e26c,-82.369698,8.569991,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01b076dcb25f,SRC15_PAN_2021__XY__0418c11834c4,SRC15_PAN_2021__XYY__fff663655fb9,-81.887417,8.248066,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01b45ae4f9d1,SRC15_PAN_2021__XY__0e76c2eba93a,SRC15_PAN_2021__XYY__b1c54389d9bb,-81.901252,8.343001,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01b79f7f7ef3,SRC15_PAN_2021__XY__978bac23f77f,SRC15_PAN_2021__XYY__f999da00f7db,-81.878199,8.184775,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01c3a0d1668f,SRC15_PAN_2021__XY__28d0dff24262,SRC15_PAN_2021__XYY__01f380ec0367,-82.251688,8.599782,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01c4eabc1325,SRC15_PAN_2021__XY__316e9fee9cec,SRC15_PAN_2021__XYY__91948aca2255,-82.001503,8.482943,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01cb3e83d894,SRC15_PAN_2021__XY__be1057dd8718,SRC15_PAN_2021__XYY__48bf4c88031b,-81.987704,8.415148,2021,9,1,Rastrojo y vegetación arbustiva,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01cff6ea54d6,SRC15_PAN_2021__XY__d4712d95756c,SRC15_PAN_2021__XYY__dfe0961aac4d,-82.492448,8.596664,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01d30cd7091b,SRC15_PAN_2021__XY__28694a50192e,SRC15_PAN_2021__XYY__ed5f52296439,-82.001839,8.611819,2021,1,1,Bosque latifoliado mixto maduro,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01d3dffd5dfd,SRC15_PAN_2021__XY__4018b48bf38b,SRC15_PAN_2021__XYY__ab67e378ee43,-82.407513,8.350569,2021,19,2,Arroz,Cultivos,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01e1b029cbda,SRC15_PAN_2021__XY__7c7509d509fd,SRC15_PAN_2021__XYY__ff2339168104,-82.257614,8.326205,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01e2e9ccb3a2,SRC15_PAN_2021__XY__0f25c97698f7,SRC15_PAN_2021__XYY__f1d3a5f1eda6,-82.493888,8.381902,2021,20,2,Caña de azúcar,Cultivos,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01e37f1c97bc,SRC15_PAN_2021__XY__384a2d83cbd8,SRC15_PAN_2021__XYY__e6b4a0039385,-82.160046,8.340067,2021,27,4,Superficie de agua,Agua y acuicultura,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01e42a74c760,SRC15_PAN_2021__XY__241a143c31d8,SRC15_PAN_2021__XYY__91b013493938,-82.032807,8.29746,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01e6a7e96b4e,SRC15_PAN_2021__XY__77be254428a1,SRC15_PAN_2021__XYY__b5d22a76d8f2,-82.165286,8.572923,2021,10,1,Vegetación herbácea,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01e7c0ac7533,SRC15_PAN_2021__XY__efa3d4df1a6f,SRC15_PAN_2021__XYY__a853f6442724,-82.132897,8.371799,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01e8e9a7eac9,SRC15_PAN_2021__XY__6d0cd733677a,SRC15_PAN_2021__XYY__7819b4ab8349,-82.484782,8.375154,2021,24,2,Otro cultivo anual,Cultivos,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01eb9370a75a,SRC15_PAN_2021__XY__fcb603b47bba,SRC15_PAN_2021__XYY__c4fd7473988c,-82.353332,8.436666,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01f58db71087,SRC15_PAN_2021__XY__c6a539463d22,SRC15_PAN_2021__XYY__42333a687bfa,-82.292682,8.631298,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__01fe11371dbd,SRC15_PAN_2021__XY__1ec68af1ae87,SRC15_PAN_2021__XYY__1adf58801f08,-82.15618,8.566168,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__0200ff2d62b7,SRC15_PAN_2021__XY__4bd0613fb459,SRC15_PAN_2021__XYY__2c3131666b47,-81.900969,8.218642,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__0208247212d6,SRC15_PAN_2021__XY__b7fa69f8149c,SRC15_PAN_2021__XYY__7e15bce7a727,-81.901169,8.306824,2021,26,3,Pasto,Pasto,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__0208670654d7,SRC15_PAN_2021__XY__698f5a0be1e0,SRC15_PAN_2021__XYY__5661369eba39,-82.339437,8.357588,2021,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
SRC15_PAN_2021__XYC__02120479263a,SRC15_PAN_2021__XY__3fa64aeb62ba,SRC15_PAN_2021__XYY__73c9d336bbc4,-82.457652,8.404643,2021,29,6,Infraestructura,Urbano e infraestructura,1,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15
