id_registro,id_muestra_original,Fuente,id_fuente,Pais_es,Pais_cod3,Año,Longitud,Latitud,Clase,GranClase,nombre_clase,nombre_gran_clase,revision_nulos_tematicos,motivo_revision,candidate_id,raster_value,class_name_en,stratum_id,distance_scenario_m,selection_status,protected,nearest_neighbor_m,xy_group_id,xy_year_group_id,xy_class_group_id
SRC15_0000017,PAN_FCL_0000287,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.173245,8.197592,12,5,Afloramiento rocoso y tierra desnuda,Suelo desnudo y rasgos naturales,0,,287,12,Rocks and Bare Soils,12 | Afloramiento rocoso y tierra desnuda,500,minimum_class_representation,1,707.1067811865476,SRC15_PAN_2021__XY__0ca81779a5a1,SRC15_PAN_2021__XYY__383e20bff426,SRC15_PAN_2021__XYC__07312d12209c
SRC15_0000018,PAN_FCL_0000403,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.275374,8.201803,11,1,Vegetación baja inundable,Bosque y vegetación natural,0,,403,11,Flooded Vegetation,11 | Vegetación baja inundable,500,minimum_class_representation,1,500.0,SRC15_PAN_2021__XY__4fe9d9510b9e,SRC15_PAN_2021__XYY__e6ae3d0010f8,SRC15_PAN_2021__XYC__e17180e3bf37
SRC15_0000019,PAN_FCL_0000856,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.941805,8.211765,16,2,Palma aceitera,Cultivos,0,,856,16,Oil Palm,16 | Palma aceitera,500,minimum_class_representation,1,500.0,SRC15_PAN_2021__XY__fed32bbf62f4,SRC15_PAN_2021__XYY__8ec1c9d89ac9,SRC15_PAN_2021__XYC__b3057a66db41
SRC15_0000020,PAN_FCL_0001237,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.125648,8.218076,7,1,Bosque plantado de coníferas,Bosque y vegetación natural,0,,1237,7,Coniferous Forest,7 | Bosque plantado de coníferas,500,minimum_class_representation,1,500.0,SRC15_PAN_2021__XY__66ac04b459ad,SRC15_PAN_2021__XYY__9f4aea1b84d7,SRC15_PAN_2021__XYC__ba76c03855e2
SRC15_0000021,PAN_FCL_0001360,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.223238,8.220052,29,6,Infraestructura,Urbano e infraestructura,0,,1360,29,Infrastructure,29 | Infraestructura,500,minimum_class_representation,1,250.0,SRC15_PAN_2021__XY__5e46511f6164,SRC15_PAN_2021__XYY__ea805be77a37,SRC15_PAN_2021__XYC__725156b4ea6a
SRC15_0000022,PAN_FCL_0001361,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.220968,8.220059,28,6,Área poblada,Urbano e infraestructura,0,,1361,28,Urban Areas,28 | Área poblada,500,minimum_class_representation,1,250.0,SRC15_PAN_2021__XY__0aae1d8a6cd7,SRC15_PAN_2021__XYY__d646fd73f335,SRC15_PAN_2021__XYC__c5a6c2e49d45
SRC15_0000023,PAN_FCL_0004172,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.159794,8.254153,24,2,Otro cultivo anual,Cultivos,0,,4172,24,Other Annual Crops,24 | Otro cultivo anual,500,minimum_class_representation,1,500.0,SRC15_PAN_2021__XY__fe294a4f8085,SRC15_PAN_2021__XYY__696d955df1c0,SRC15_PAN_2021__XYC__cea28faa3438
SRC15_0000024,PAN_FCL_0004558,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.159807,8.258675,18,2,Otro cultivo permanente,Cultivos,0,,4558,18,Permanent Crops,18 | Otro cultivo permanente,500,minimum_class_representation,1,500.0,SRC15_PAN_2021__XY__ccaa3d8514dc,SRC15_PAN_2021__XYY__fac59228f769,SRC15_PAN_2021__XYC__fd2a46fe1011
SRC15_0000025,PAN_FCL_0006903,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.064555,8.286071,19,2,Arroz,Cultivos,0,,6903,19,Rice,19 | Arroz,500,minimum_class_representation,1,559.0169943749474,SRC15_PAN_2021__XY__187b4d839785,SRC15_PAN_2021__XYY__2b0d96726fe7,SRC15_PAN_2021__XYC__b5c0ddbe5ef0
SRC15_0000026,PAN_FCL_0012841,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.396131,8.341567,20,2,Caña de azúcar,Cultivos,0,,12841,20,Sugar Cane,20 | Caña de azúcar,500,minimum_class_representation,1,500.0,SRC15_PAN_2021__XY__6c7ed6831bef,SRC15_PAN_2021__XYY__c68ccc832d44,SRC15_PAN_2021__XYC__c82b66ee2124
SRC15_0000027,PAN_FCL_0015022,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.373495,8.359732,10,1,Vegetación herbácea,Bosque y vegetación natural,0,,15022,10,Herbaceous Vegetation,10 | Vegetación herbácea,500,minimum_class_representation,1,559.0169943749474,SRC15_PAN_2021__XY__552ba3dfc625,SRC15_PAN_2021__XYY__c1518b83c641,SRC15_PAN_2021__XYC__514561a1c626
SRC15_0000028,PAN_FCL_0017798,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.291849,8.382615,23,2,Piña,Cultivos,0,,17798,23,Pineapple,23 | Piña,500,minimum_class_representation,1,500.0,SRC15_PAN_2021__XY__9c1047f8f8f0,SRC15_PAN_2021__XYY__a00136a13ce1,SRC15_PAN_2021__XYC__9e5d9d70a7c9
SRC15_0000029,PAN_FCL_0026912,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.128605,8.457726,25,2,Área heterogénea de producción agropecuaria,Cultivos,0,,26912,25,Heterogeneous Area Agricultural Production,25 | Área heterogénea de producción agropecuaria,500,minimum_class_representation,1,500.0,SRC15_PAN_2021__XY__74ff9577c61c,SRC15_PAN_2021__XYY__42431e3efe1c,SRC15_PAN_2021__XYC__fd68574b9add
SRC15_0000030,PAN_FCL_0033666,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.30364,8.513701,31,4,Estanque para acuicultura,Agua y acuicultura,0,,33666,31,Aquaculture Ponds,31 | Estanque para acuicultura,500,minimum_class_representation,1,500.0,SRC15_PAN_2021__XY__91ed09f9c221,SRC15_PAN_2021__XYY__c83fa59dedfb,SRC15_PAN_2021__XYC__859105007ca7
SRC15_0000031,PAN_FCL_0037401,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.881276,8.544282,1,1,Bosque latifoliado mixto maduro,Bosque y vegetación natural,0,,37401,1,Mature Broadleaf Forest,1 | Bosque latifoliado mixto maduro,500,minimum_class_representation,1,500.0,SRC15_PAN_2021__XY__47da76b62087,SRC15_PAN_2021__XYY__6abc819e03d0,SRC15_PAN_2021__XYC__e63dffa99cda
SRC15_0000032,PAN_FCL_0045338,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.456159,8.610366,15,2,Cítrico,Cultivos,0,,45338,15,Citrus,15 | Cítrico,500,minimum_class_representation,1,500.0,SRC15_PAN_2021__XY__96f8287331bc,SRC15_PAN_2021__XYY__4a9262ea6d17,SRC15_PAN_2021__XYC__cf9ce6e6d0be
SRC15_0000033,PAN_FCL_0000003,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.252611,8.179266,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,,3,2,Secondary Mixed Broadleaf Forest,2 | Bosque latifoliado mixto secundario,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__56d12cb0aefb,SRC15_PAN_2021__XYY__dae2e3566379,SRC15_PAN_2021__XYC__485f0e01e38c
SRC15_0000034,PAN_FCL_0000010,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.143693,8.179589,26,3,Pasto,Pasto,0,,10,26,Pasture,26 | Pasto,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__8dde085cdb3c,SRC15_PAN_2021__XYY__4263a8fe5250,SRC15_PAN_2021__XYC__7ef1a114a3c1
SRC15_0000035,PAN_FCL_0000030,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.907696,8.182449,13,5,Playa y arenal natural,Suelo desnudo y rasgos naturales,0,,30,13,Sand Beaches,13 | Playa y arenal natural,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__396934f456d8,SRC15_PAN_2021__XYY__f93ce1ec3c32,SRC15_PAN_2021__XYC__67a8a625b0b7
SRC15_0000036,PAN_FCL_0000032,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.903157,8.182459,26,3,Pasto,Pasto,0,,32,26,Pasture,26 | Pasto,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__63d2058cab6a,SRC15_PAN_2021__XYY__10884707b063,SRC15_PAN_2021__XYC__691deeabe0ac
SRC15_0000037,PAN_FCL_0000044,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.26624,8.183745,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,,44,2,Secondary Mixed Broadleaf Forest,2 | Bosque latifoliado mixto secundario,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__b0afe32a7acb,SRC15_PAN_2021__XYY__c7c38cf1c63a,SRC15_PAN_2021__XYC__722d23ac25aa
SRC15_0000038,PAN_FCL_0000045,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.259433,8.183767,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,,45,2,Secondary Mixed Broadleaf Forest,2 | Bosque latifoliado mixto secundario,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__a54a9fb6a5c8,SRC15_PAN_2021__XYY__2c94b6601daf,SRC15_PAN_2021__XYC__3428146b90da
SRC15_0000039,PAN_FCL_0000047,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.254895,8.183781,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,,47,2,Secondary Mixed Broadleaf Forest,2 | Bosque latifoliado mixto secundario,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__c2557c0206cc,SRC15_PAN_2021__XYY__d2ebb6582900,SRC15_PAN_2021__XYC__50aaa201a0e9
SRC15_0000040,PAN_FCL_0000049,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.250356,8.183795,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,,49,2,Secondary Mixed Broadleaf Forest,2 | Bosque latifoliado mixto secundario,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__6d9e3f901981,SRC15_PAN_2021__XYY__461726ff5b33,SRC15_PAN_2021__XYC__3bf007c73f8b
SRC15_0000041,PAN_FCL_0000050,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.186821,8.183986,27,4,Superficie de agua,Agua y acuicultura,0,,50,27,Water Bodies,27 | Superficie de agua,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__60e9053d2b3c,SRC15_PAN_2021__XYY__4b441cc7153c,SRC15_PAN_2021__XYC__9ea5fc52ee8a
SRC15_0000042,PAN_FCL_0000051,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.143706,8.184111,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,,51,2,Secondary Mixed Broadleaf Forest,2 | Bosque latifoliado mixto secundario,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__144adb8cdc84,SRC15_PAN_2021__XYY__5a471aa24b5e,SRC15_PAN_2021__XYC__ffd11ad7b4a9
SRC15_0000043,PAN_FCL_0000052,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.91224,8.1847,27,4,Superficie de agua,Agua y acuicultura,0,,52,27,Water Bodies,27 | Superficie de agua,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__f5959a2aae35,SRC15_PAN_2021__XYY__a44ba12755f7,SRC15_PAN_2021__XYC__4567c7ff0f57
SRC15_0000044,PAN_FCL_0000065,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.882738,8.184765,26,3,Pasto,Pasto,0,,65,26,Pasture,26 | Pasto,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__578653fdd1f4,SRC15_PAN_2021__XYY__90edc96820df,SRC15_PAN_2021__XYC__e44393c2e4f5
SRC15_0000045,PAN_FCL_0000067,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.878199,8.184775,26,3,Pasto,Pasto,0,,67,26,Pasture,26 | Pasto,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__978bac23f77f,SRC15_PAN_2021__XYY__f999da00f7db,SRC15_PAN_2021__XYC__01b79f7f7ef3
SRC15_0000046,PAN_FCL_0000074,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.923592,8.186935,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,,74,2,Secondary Mixed Broadleaf Forest,2 | Bosque latifoliado mixto secundario,500,selected_distance,0,559.0169943749474,SRC15_PAN_2021__XY__29bb9f998dbc,SRC15_PAN_2021__XYY__b9b55b456f59,SRC15_PAN_2021__XYC__9729e94eefd4
SRC15_0000047,PAN_FCL_0000077,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.907706,8.186971,27,4,Superficie de agua,Agua y acuicultura,0,,77,27,Water Bodies,27 | Superficie de agua,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__e08864bd0e38,SRC15_PAN_2021__XYY__6c26e7aaa568,SRC15_PAN_2021__XYC__ffb6425e25fa
SRC15_0000048,PAN_FCL_0000079,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.903167,8.186981,26,3,Pasto,Pasto,0,,79,26,Pasture,26 | Pasto,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__4caef60fc1eb,SRC15_PAN_2021__XYY__3c8fa696ce43,SRC15_PAN_2021__XYC__65acdab52538
SRC15_0000049,PAN_FCL_0000081,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.898628,8.186991,3,1,Bosque de mangle,Bosque y vegetación natural,0,,81,3,Mangrove Forest,3 | Bosque de mangle,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__6200d8042baa,SRC15_PAN_2021__XYY__19ec47f195d5,SRC15_PAN_2021__XYC__56b326d041ec
SRC15_0000050,PAN_FCL_0000086,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.887282,8.187017,8,1,Bosque plantado de latifoliadas,Bosque y vegetación natural,0,,86,8,Broadleaf Forest,8 | Bosque plantado de latifoliadas,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__f74d00df2384,SRC15_PAN_2021__XYY__ab5350625441,SRC15_PAN_2021__XYC__e4fac41b7b8f
SRC15_0000051,PAN_FCL_0000091,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.266254,8.188267,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,,91,2,Secondary Mixed Broadleaf Forest,2 | Bosque latifoliado mixto secundario,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__1378181fa400,SRC15_PAN_2021__XYY__454173448677,SRC15_PAN_2021__XYC__f318a41e18ff
SRC15_0000052,PAN_FCL_0000092,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.193642,8.188488,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,,92,2,Secondary Mixed Broadleaf Forest,2 | Bosque latifoliado mixto secundario,500,selected_distance,0,901.3878188659974,SRC15_PAN_2021__XY__b091a73d24b8,SRC15_PAN_2021__XYY__bb13a2769f4a,SRC15_PAN_2021__XYC__8e40f8448ca9
SRC15_0000053,PAN_FCL_0000093,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-82.143719,8.188633,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,,93,2,Secondary Mixed Broadleaf Forest,2 | Bosque latifoliado mixto secundario,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__4c275ffec0a6,SRC15_PAN_2021__XYY__f88515d7fadf,SRC15_PAN_2021__XYC__8efddde56473
SRC15_0000054,PAN_FCL_0000097,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.94856,8.189138,26,3,Pasto,Pasto,0,,97,26,Pasture,26 | Pasto,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__782fd124d168,SRC15_PAN_2021__XYY__51a0885b0d48,SRC15_PAN_2021__XYC__7a718df00b48
SRC15_0000055,PAN_FCL_0000099,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.944021,8.189149,26,3,Pasto,Pasto,0,,99,26,Pasture,26 | Pasto,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__a6b3fed62667,SRC15_PAN_2021__XYY__b48c13b6f3f6,SRC15_PAN_2021__XYC__cbbaa12ec0f7
SRC15_0000056,PAN_FCL_0000101,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.939482,8.18916,26,3,Pasto,Pasto,0,,101,26,Pasture,26 | Pasto,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__16dad4811fe0,SRC15_PAN_2021__XYY__d929e7635d30,SRC15_PAN_2021__XYC__8424ae48acc8
SRC15_0000057,PAN_FCL_0000103,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.934944,8.18917,26,3,Pasto,Pasto,0,,103,26,Pasture,26 | Pasto,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__52b9317c0d18,SRC15_PAN_2021__XYY__2075bf70ccd7,SRC15_PAN_2021__XYC__c8271325c56d
SRC15_0000058,PAN_FCL_0000105,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.930405,8.189181,26,3,Pasto,Pasto,0,,105,26,Pasture,26 | Pasto,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__2e17b9e76abd,SRC15_PAN_2021__XYY__cb5017ae608b,SRC15_PAN_2021__XYC__fd5096999556
SRC15_0000059,PAN_FCL_0000110,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.91225,8.189222,27,4,Superficie de agua,Agua y acuicultura,0,,110,27,Water Bodies,27 | Superficie de agua,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__c6190336efaf,SRC15_PAN_2021__XYY__961e5838f11f,SRC15_PAN_2021__XYC__ef9f93152815
SRC15_0000060,PAN_FCL_0000123,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.882748,8.189288,3,1,Bosque de mangle,Bosque y vegetación natural,0,,123,3,Mangrove Forest,3 | Bosque de mangle,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__fc0b7d0db31a,SRC15_PAN_2021__XYY__a04d692e437e,SRC15_PAN_2021__XYC__58a827d57a27
SRC15_0000061,PAN_FCL_0000125,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.878209,8.189298,26,3,Pasto,Pasto,0,,125,26,Pasture,26 | Pasto,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__7cb9333d939a,SRC15_PAN_2021__XYY__ed014e3a5d25,SRC15_PAN_2021__XYC__06f5b74631a1
SRC15_0000062,PAN_FCL_0000132,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.959912,8.191373,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,,132,2,Secondary Mixed Broadleaf Forest,2 | Bosque latifoliado mixto secundario,500,selected_distance,0,559.0169943749474,SRC15_PAN_2021__XY__7bc17ec63822,SRC15_PAN_2021__XYY__bf7f915decbc,SRC15_PAN_2021__XYC__eb2558995b56
SRC15_0000063,PAN_FCL_0000147,MIAMBIENTE - Cultivos Mapa Panamá,15,Panamá,PAN,2021,-81.925871,8.191452,26,3,Pasto,Pasto,0,,147,26,Pasture,26 | Pasto,500,selected_distance,0,500.0,SRC15_PAN_2021__XY__a4f1e246140f,SRC15_PAN_2021__XYY__780edbe0a6eb,SRC15_PAN_2021__XYC__622d6bb800f3
