xy_group_id,lon,lat,country,country_code,source,source_id,year_min,year_max,n_records,n_classes,n_class_groups,class_code,class_group_code,class_name,class_group_name,has_thematic_conflict,has_temporal_repetition,max_spectral_alert_level,pct_priority_records,n_priority_records,n_no_spectral_data,n_rare_spectral_records,median_ndvi,median_ndre,median_months_obs,class_records_total,representativity_state,flag_semantic_residual,semantic_clarity_state,score_temporal,estado_xy_subset,score_espacial,score_consistencia_clase,score_representatividad,score_claridad_semantica,score_nivel_leyenda,score_tematico,score_espectral,score_confiabilidad,score_fuente,score_aptitud_raw,score_cap,score_aptitud_total,categoria_aptitud,score_method_note
SRC15_PAN_2021__XY__002733c8d152,-82.351513,8.565534,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,media,100.0,1,0,0,0.8135346433752937,0.5631899602430692,10.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,60.0,90.0,85.0,92.25,100.0,92.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__002fdd202980,-82.448429,8.366247,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,3,1,Bosque de mangle,Bosque y vegetación natural,0,0,sin_alerta,0.0,0,0,0,0.8485981308411216,0.602909090909091,9.0,1122,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__003157b68fa4,-82.285008,8.373594,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,sin_alerta,0.0,0,0,0,0.6390764695782352,0.4420900629595401,7.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__003d20fc90ea,-82.346193,8.34174,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,3,1,Bosque de mangle,Bosque y vegetación natural,0,0,sin_alerta,0.0,0,0,0,0.8340875795384723,0.5107797594182006,8.0,1122,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__003da952fd4f,-81.960941,8.609662,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,1,1,Bosque latifoliado mixto maduro,Bosque y vegetación natural,0,0,sin_alerta,0.0,0,0,0,0.7924581797561666,0.5148173673328739,7.0,787,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__003ded4b955d,-82.308067,8.479775,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,media,100.0,1,0,0,0.7581101204275001,0.548849329812288,10.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,60.0,90.0,85.0,92.25,100.0,92.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__003e88b10d18,-82.203779,8.534371,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,media,100.0,1,0,0,0.7618792072041604,0.54222502407299,11.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,60.0,90.0,85.0,92.25,100.0,92.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__004651345b45,-81.93741,8.272824,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,3,1,Bosque de mangle,Bosque y vegetación natural,0,0,sin_alerta,0.0,0,0,0,0.8777292576419214,0.6159779194915983,9.0,1122,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__0049d786241a,-82.39711,8.612846,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,9,1,Rastrojo y vegetación arbustiva,Bosque y vegetación natural,0,0,sin_alerta,0.0,0,0,0,0.7510621348911313,0.4979437971213159,9.0,1571,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__0056a882200d,-82.012285,8.261336,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,sin_alerta,0.0,0,0,0,0.5592105263157894,0.3728813559322033,11.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__005d55719b1d,-82.062851,8.494085,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,9,1,Rastrojo y vegetación arbustiva,Bosque y vegetación natural,0,0,media,100.0,1,0,1,0.6451861360718871,0.4041934814199709,9.0,1571,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,60.0,90.0,85.0,92.25,100.0,92.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__0062b1d3c76a,-82.014799,8.356292,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,media,100.0,1,0,0,0.7755344418052258,0.5408913213448006,11.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,60.0,90.0,85.0,92.25,100.0,92.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__006533943e22,-82.315219,8.579224,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,sin_alerta,0.0,0,0,0,0.5975895547371944,0.3985060338825713,11.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__0068232d9ec7,-82.069132,8.299625,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,media,100.0,1,0,0,0.7757876882622823,0.5391112186791982,11.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,60.0,90.0,85.0,92.25,100.0,92.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__006cfff07282,-82.175695,8.258629,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,sin_alerta,0.0,0,0,0,0.5836840401424409,0.3868650590046178,9.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__006d51e26a18,-82.433284,8.5675,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,9,1,Rastrojo y vegetación arbustiva,Bosque y vegetación natural,0,0,sin_alerta,0.0,0,0,0,0.6244963738920225,0.4189693801344286,11.0,1571,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00710858a148,-82.200859,8.32412,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,media,100.0,1,0,0,0.7980259932046172,0.5651348139171773,9.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,60.0,90.0,85.0,92.25,100.0,92.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00723cbf2013,-82.137326,8.33335,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,0,sin_alerta,0.0,0,0,0,0.8797119205217275,0.6476167905736487,10.0,2893,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__007e60cf6323,-82.171695,8.439512,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,0,sin_alerta,0.0,0,0,0,0.8618781294460972,0.6506655139525399,10.0,2893,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00816e8dd4be,-82.47141,8.440762,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,0,sin_alerta,0.0,0,0,0,0.8236472945891784,0.5807279134630685,7.0,2893,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00868ce41f18,-82.434727,8.34369,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,27,4,Superficie de agua,Agua y acuicultura,0,0,sin_alerta,0.0,0,0,0,-0.528735632183908,-0.6305732484076433,9.0,366,moderado,0,clara,100.0,xy_unico_en_subset,100.0,100.0,85.0,100.0,100.0,95.5,100.0,90.0,85.0,95.85,100.0,95.85,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__0086baedf968,-82.478689,8.562808,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,media,100.0,1,0,0,0.768822051203269,0.5278663209466887,8.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,60.0,90.0,85.0,92.25,100.0,92.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00880fc52e80,-82.336755,8.235516,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,9,1,Rastrojo y vegetación arbustiva,Bosque y vegetación natural,0,0,sin_alerta,0.0,0,0,0,0.733148451646043,0.5141333351523125,10.0,1571,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__008a909b66c8,-82.246372,8.360153,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,sin_alerta,0.0,0,0,0,0.7102976056076298,0.4860872334316901,9.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00acdd9c5067,-82.274222,8.545449,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,sin_alerta,0.0,0,0,0,0.6660117878192534,0.4473561066916238,9.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00acf002cbc1,-82.376277,8.504408,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,sin_alerta,0.0,0,0,0,0.6805550652210297,0.4555810911705461,9.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00b192df7271,-82.085472,8.46237,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,sin_alerta,0.0,0,0,0,0.5603981705676622,0.3936948297604035,11.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00b632d0440d,-82.266283,8.19731,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,3,1,Bosque de mangle,Bosque y vegetación natural,0,0,sin_alerta,0.0,0,0,0,0.8568589885856732,0.594260833671366,10.0,1122,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00b64a53cd1a,-82.085606,8.509849,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,0,sin_alerta,0.0,0,0,0,0.8633720930232557,0.6288840262582057,9.0,2893,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00be71290d60,-81.983083,8.383505,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,9,1,Rastrojo y vegetación arbustiva,Bosque y vegetación natural,0,0,sin_alerta,0.0,0,0,0,0.809414466130884,0.6049157942649067,9.0,1571,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00c56356214f,-82.078566,8.428475,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,sin_alerta,0.0,0,0,0,0.6585806616029917,0.492886653483891,10.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00c949bbf2ef,-81.900959,8.214119,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,sin_alerta,0.0,0,0,0,0.6584548075242983,0.4531807864915336,9.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00d16141cb78,-82.08114,8.536993,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,2,1,Bosque latifoliado mixto secundario,Bosque y vegetación natural,0,0,sin_alerta,0.0,0,0,0,0.7891642442686921,0.5358575974423404,8.0,2893,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00d784d99163,-82.335137,8.427686,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,28,6,Área poblada,Urbano e infraestructura,0,0,alta,100.0,1,0,0,0.5224206786475134,0.411018691588785,9.0,279,moderado,0,clara,100.0,xy_unico_en_subset,100.0,100.0,85.0,100.0,100.0,95.5,30.0,70.0,85.0,83.35,70.0,70.0,entrenamiento_condicionado,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00dd58313749,-82.066892,8.310936,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,26,3,Pasto,Pasto,0,0,sin_alerta,0.0,0,0,0,0.7093098258439046,0.5125276972899268,11.0,4564,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
SRC15_PAN_2021__XY__00dd81000a57,-81.91014,8.259321,Panamá,PAN,MIAMBIENTE - Cultivos Mapa Panamá,15,2021,2021,1,1,1,3,1,Bosque de mangle,Bosque y vegetación natural,0,0,sin_alerta,0.0,0,0,0,0.8423606689902912,0.5283169659412292,8.0,1122,suficiente,0,clara,100.0,xy_unico_en_subset,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,85.0,98.25,100.0,98.25,entrenamiento_alta,"Adaptado del scoring original: temporal, espacial, tematico, espectral, confiabilidad, representatividad y fuente; unidad=xy_group_id."
